Round,Selected Clients
174,6,7,1,5,0,3,2,4
175,1,8,6,9,3,7,5,4
176,1,7,0,8,9,3,4,6
177,4,1,5,7,6,8,0,9
178,1,2,3,4,5,7,0,6
179,1,9,8,2,6,5,7,3
180,2,6,7,8,1,0,4,3
181,1,3,4,6,5,0,2,7
182,3,7,1,4,0,2,6,5
183,0,4,3,9,6,7,2,8
184,1,8,3,6,9,4,2,5
185,1,7,0,2,5,9,8,3
186,2,4,1,6,0,9,3,7
187,9,2,5,1,8,0,4,3
188,2,9,0,4,5,3,1,6
189,2,3,0,8,7,6,9,1
190,9,3,7,2,4,8,1,6
191,5,0,6,7,9,2,8,3
192,3,8,6,5,2,9,0,7
193,4,9,5,6,3,2,8,1
194,2,7,8,9,3,0,6,4
195,9,0,3,6,2,1,8,5
196,6,7,3,0,8,9,1,4
197,9,4,1,0,6,7,3,5
198,6,7,0,3,5,9,1,4
199,4,7,6,9,3,0,8,1
200,7,8,9,2,4,5,6,1
