Round,SelectedClients
90,7 6 9 2 0
91,6 0 7 2 8
92,0 9 1 8 4
93,4 9 7 6 2
94,7 1 6 4 0
95,5 0 9 7 6
96,5 2 0 4 1
97,4 0 8 5 2
98,9 6 3 7 5
99,3 8 1 2 6
100,9 8 7 6 3
101,0 8 9 6 4
102,4 7 9 8 6
103,5 1 6 3 8
104,0 1 5 4 2
105,7 8 6 2 0
106,3 1 6 4 0
107,5 3 4 8 7
108,5 6 2 7 9
109,9 8 6 7 1
110,6 0 1 7 3
111,7 4 1 8 2
112,5 3 8 2 1
113,8 2 7 1 9
114,4 5 8 9 1
115,7 6 0 8 3
116,7 0 3 8 6
117,8 6 2 3 5
118,4 7 5 8 2
119,4 9 2 7 1
120,3 6 8 9 7
121,0 1 2 5 4
122,5 3 4 9 2
123,9 5 0 2 7
124,8 4 2 7 1
125,7 0 1 2 5
126,2 4 1 7 3
127,9 5 8 0 7
128,6 7 9 2 0
129,4 6 7 3 9
130,5 0 8 7 9
131,3 8 1 2 6
132,6 8 7 1 4
133,8 1 9 4 5
134,0 7 3 8 1
135,1 4 7 0 2
136,3 9 5 7 0
137,6 9 8 5 0
138,6 3 9 7 2
139,6 3 5 2 7
140,9 8 0 3 2
141,8 6 1 0 2
142,6 7 0 3 8
143,1 5 7 6 0
144,8 4 7 9 0
145,5 8 0 1 9
146,7 2 0 9 8
147,4 6 2 9 5
148,1 5 0 6 8
149,9 6 3 2 4
150,9 3 7 4 1
151,5 4 6 3 7
152,6 4 9 8 0
153,8 5 4 6 2
154,5 2 3 8 4
155,2 0 3 7 5
156,8 3 9 5 2
157,9 2 4 3 7
158,2 1 5 0 9
159,2 9 1 3 6
160,7 6 4 3 1
161,3 6 4 0 8
162,0 7 4 6 5
163,5 3 2 9 1
164,8 4 7 1 2
165,7 6 9 4 1
166,4 2 8 6 0
167,1 3 7 6 2
168,3 2 7 6 4
169,9 1 4 2 8
170,7 4 8 9 6
171,6 7 1 8 9
172,1 4 0 7 8
173,5 2 3 8 7
174,9 5 1 0 4
175,4 1 8 9 7
176,3 0 6 4 5
177,9 6 4 0 2
178,5 4 0 9 2
179,2 1 9 3 8
180,8 5 4 6 0
181,0 7 6 1 8
182,2 4 8 1 7
183,6 0 5 4 1
184,7 0 4 8 2
185,9 3 1 8 4
186,9 3 2 8 0
187,1 9 0 5 4
188,1 2 7 0 5
189,1 9 8 7 4
190,8 9 3 2 7
191,8 2 3 4 5
192,1 3 4 6 7
193,5 6 2 0 9
194,2 4 3 7 0
195,1 9 4 2 7
196,4 1 8 9 0
197,2 8 5 4 7
198,3 7 1 9 0
199,9 5 1 8 7
200,2 9 6 7 0
201,4 6 5 3 2
202,8 9 4 7 2
203,5 9 6 4 2
204,2 3 6 8 9
205,6 2 3 1 4
206,1 8 3 6 4
207,0 6 8 1 3
208,3 7 8 6 0
209,5 4 8 1 3
210,8 4 7 9 3
211,7 5 3 6 1
212,7 2 1 9 0
213,4 0 2 6 7
214,0 9 3 5 7
215,5 1 4 8 2
216,7 8 6 3 0
217,7 4 6 0 8
218,1 7 8 4 2
219,5 8 4 7 6
220,4 9 2 6 3
221,4 2 3 9 0
222,7 2 0 6 3
223,6 7 4 0 9
224,8 6 0 1 7
225,1 6 9 0 4
226,2 5 4 8 1
227,3 5 8 1 0
228,2 1 0 7 4
229,2 1 3 4 5
230,9 6 5 7 3
231,4 3 9 5 6
232,6 3 7 1 0
233,1 9 7 0 2
234,5 4 7 1 8
235,8 6 5 7 1
236,0 7 6 2 5
237,9 8 4 0 2
238,8 3 7 2 4
239,3 9 6 8 1
240,0 5 1 8 2
241,5 3 8 0 4
242,3 1 7 2 5
243,7 4 5 6 2
244,7 8 1 6 9
245,9 7 8 0 3
246,2 6 0 3 4
247,1 9 0 2 6
248,3 2 7 5 6
249,3 2 0 8 4
250,2 9 5 6 4
251,8 0 1 7 2
252,6 1 2 8 5
253,6 7 4 1 8
254,2 0 6 9 7
255,2 5 8 3 6
256,2 6 0 9 8
257,1 4 7 3 5
258,1 0 5 2 4
259,8 5 4 6 1
260,0 6 9 2 8
261,3 9 8 5 6
262,5 2 3 8 4
263,2 7 8 5 9
264,8 7 1 5 0
265,9 8 1 5 7
266,3 4 9 8 6
267,7 4 1 2 0
268,0 5 3 4 9
269,1 8 7 5 3
270,0 5 9 8 1
271,2 0 7 8 9
272,9 7 3 0 2
273,0 1 3 7 4
274,5 2 1 8 0
275,7 6 9 5 0
276,8 0 2 9 7
277,9 1 5 4 0
278,9 2 4 0 5
279,4 3 7 1 9
280,6 7 2 8 4
281,6 5 1 7 4
282,0 3 2 7 8
283,1 9 8 2 3
284,1 3 7 5 6
285,4 3 9 8 6
286,0 6 7 2 8
287,5 1 3 2 7
288,1 5 7 2 8
289,1 7 8 6 9
290,9 4 1 3 0
291,9 4 0 3 8
292,7 4 2 1 5
293,2 3 9 6 4
294,0 8 7 1 3
295,6 0 3 9 5
296,4 2 0 6 3
297,2 0 5 1 7
298,0 5 9 6 7
299,8 0 6 4 2
300,4 1 7 3 9
301,3 2 8 6 5
302,6 3 4 0 5
303,9 7 2 0 5
304,5 7 0 6 9
305,7 2 9 4 1
306,0 9 8 6 7
307,4 3 6 9 2
308,0 4 7 9 2
309,7 6 8 2 5
310,5 2 8 7 3
311,6 5 2 9 1
312,1 0 9 6 2
313,6 1 5 3 4
314,8 7 0 9 3
315,0 9 5 3 1
316,9 7 4 8 0
317,0 9 5 7 6
318,0 2 6 7 8
319,0 4 8 3 1
320,3 9 2 1 4
321,8 5 1 9 0
322,7 0 2 3 9
323,9 8 3 0 7
324,0 6 5 8 9
325,0 7 5 4 6
326,7 2 1 6 5
327,0 2 5 6 9
328,5 0 3 9 1
329,2 8 7 0 5
330,7 6 2 1 9
331,7 9 4 3 0
332,4 8 5 2 9
333,8 7 0 2 6
334,1 0 9 8 4
335,1 6 7 9 4
336,4 5 3 8 9
337,7 4 5 9 8
338,2 7 1 8 6
339,8 1 2 6 3
340,4 8 9 6 0
341,1 2 6 0 8
342,4 0 1 3 9
343,5 9 6 4 8
344,5 0 2 6 7
345,2 4 0 5 3
346,6 4 3 0 2
347,7 5 4 3 2
348,8 3 7 6 2
349,1 8 9 7 6
350,7 3 4 2 1
351,1 5 2 0 8
352,5 9 3 2 7
353,4 5 3 1 6
354,7 6 4 8 5
355,3 8 9 1 6
356,2 5 1 4 7
357,2 9 8 0 7
358,7 6 9 1 0
359,3 8 5 4 0
360,8 3 2 0 5
361,5 7 3 6 2
362,4 5 3 2 9
363,4 0 7 1 8
364,7 9 4 6 1
365,1 4 2 6 5
366,5 2 0 7 8
367,6 4 7 1 8
368,3 0 6 2 4
369,8 0 3 4 5
370,9 5 7 0 3
371,9 1 0 3 7
372,1 4 0 6 2
373,1 4 8 6 0
374,1 9 4 2 0
375,1 8 3 4 9
376,3 2 9 8 4
377,8 7 0 4 3
378,2 6 1 8 7
379,9 1 3 6 8
380,9 7 1 4 6
381,6 2 0 8 7
382,7 4 1 5 6
383,0 7 1 4 3
384,7 4 6 2 0
385,0 1 8 9 2
386,7 1 5 3 4
387,5 3 1 9 7
388,7 2 4 0 6
389,3 2 6 8 5
390,9 4 1 5 0
391,0 5 1 8 6
392,2 0 3 7 6
393,1 5 2 7 3
394,2 9 6 0 8
395,7 0 9 3 5
396,1 8 5 2 7
397,5 6 1 3 9
398,3 9 7 8 4
399,8 7 4 9 6
400,0 6 1 5 8
401,2 3 1 8 0
402,7 9 6 4 8
403,9 2 4 3 7
404,1 5 0 2 6
405,2 6 5 8 7
406,6 3 1 4 9
407,1 5 4 8 6
408,4 1 2 5 3
409,1 2 7 0 9
410,1 3 6 4 8
411,8 0 7 4 3
412,5 3 0 2 9
413,4 2 1 8 0
414,3 7 2 0 1
415,6 2 7 5 9
416,9 3 8 2 0
417,9 7 3 1 0
418,0 8 6 9 4
419,6 0 4 9 7
420,8 7 6 3 5
421,5 2 4 8 6
422,1 7 3 2 6
423,1 5 6 4 9
424,6 4 9 3 5
425,8 5 3 9 2
426,8 3 2 0 7
427,7 3 9 8 4
428,6 7 2 3 5
429,0 1 4 3 6
430,8 4 7 6 2
431,4 5 1 9 0
432,8 7 0 3 2
433,5 3 6 9 8
434,9 7 6 2 5
435,7 5 0 1 3
436,3 5 6 7 4
437,2 4 0 5 1
438,2 6 9 8 3
439,6 5 0 1 4
440,9 2 3 5 4
441,1 6 5 4 3
442,0 5 2 1 4
443,3 6 1 7 2
444,5 6 9 2 1
445,2 8 1 9 7
446,0 8 9 1 2
447,0 6 4 3 8
448,2 1 3 9 8
449,3 1 6 2 5
450,3 2 1 4 0
451,0 7 8 5 3
452,2 5 9 6 0
453,6 5 1 0 7
454,2 0 5 6 1
455,2 5 3 1 9
456,9 6 4 7 8
457,4 6 0 8 9
458,7 8 5 1 3
459,7 2 1 3 8
460,0 8 9 7 2
461,5 6 9 4 1
462,3 1 6 9 0
463,2 8 7 9 4
464,8 5 1 0 4
465,1 6 5 9 3
466,1 4 6 5 3
467,3 2 5 6 0
468,6 8 5 4 7
469,2 7 6 3 8
470,4 2 6 7 5
471,2 4 5 9 6
472,0 5 1 6 3
473,5 8 4 7 9
474,6 0 7 4 2
475,4 1 0 6 3
476,8 1 6 3 2
477,1 8 4 9 5
478,9 8 2 7 3
479,3 5 9 0 1
480,6 2 9 7 0
481,8 9 2 7 5
482,0 9 8 5 1
483,5 2 4 7 3
484,0 5 6 9 1
485,8 5 9 4 1
486,8 2 9 3 5
487,2 7 1 6 4
488,8 5 1 6 9
489,7 3 2 1 9
490,5 2 0 7 1
491,4 3 5 7 6
492,5 8 7 3 1
493,8 0 6 5 2
494,0 1 8 7 9
495,7 5 1 4 0
496,3 8 1 5 0
497,9 8 4 1 7
498,4 8 9 3 0
499,7 0 2 6 5
500,6 3 1 2 7
501,6 2 5 7 8
502,2 1 3 0 6
503,7 8 0 5 3
504,8 6 2 4 0
505,1 9 6 0 7
506,1 5 4 8 6
507,4 8 6 5 9
508,4 8 1 9 5
509,9 1 0 5 4
510,1 3 0 6 2
511,2 9 3 0 8
512,7 5 1 0 3
513,6 0 7 5 4
514,0 9 6 3 5
515,0 9 3 6 1
516,7 8 4 1 6
517,7 2 8 4 9
518,1 6 0 2 4
519,5 8 1 2 4
520,1 4 7 2 6
521,8 6 3 1 9
522,5 7 6 0 8
523,7 6 8 5 1
524,6 4 8 7 2
525,0 5 1 9 3
526,9 1 7 4 0
527,7 2 5 1 0
528,7 6 8 4 5
529,9 6 2 5 0
530,1 2 0 5 9
531,7 9 1 0 6
532,5 6 1 3 8
533,5 1 7 3 2
534,8 0 7 1 3
535,1 6 9 3 8
536,9 3 6 7 2
537,6 3 8 1 9
538,4 5 6 8 0
539,3 9 8 5 4
540,0 9 1 4 7
541,9 1 5 6 8
542,3 9 1 5 0
543,2 0 5 4 7
544,6 5 2 1 3
545,9 3 5 4 7
546,2 1 7 5 3
547,2 5 8 3 6
548,1 8 2 7 5
549,9 7 8 5 2
550,4 7 9 3 5
551,2 0 6 3 7
552,8 9 7 5 2
553,2 8 3 9 4
554,9 1 6 8 7
555,9 5 7 0 1
556,3 6 4 1 2
557,6 5 0 9 1
558,3 9 5 4 1
559,6 5 2 8 3
560,4 2 1 5 8
561,7 8 3 1 2
562,5 3 4 0 9
563,3 7 1 9 6
564,0 3 6 1 8
565,5 7 3 6 8
566,3 1 2 6 4
567,2 3 5 8 6
568,6 4 7 8 3
569,2 6 8 0 5
570,4 6 5 3 7
571,2 9 3 6 1
572,6 7 4 1 9
573,8 6 7 0 1
574,7 1 4 2 6
575,8 0 2 1 3
576,5 7 4 6 2
577,8 0 3 6 9
578,4 1 0 8 3
579,3 6 4 8 1
580,4 0 1 9 6
581,0 2 8 5 7
582,7 2 0 9 8
583,7 3 0 8 9
584,6 4 3 8 5
585,1 0 5 6 9
586,4 8 5 7 0
587,0 7 9 4 1
588,2 1 0 4 6
589,7 6 1 3 0
590,2 1 6 5 0
591,7 6 0 3 9
592,5 9 3 0 2
593,4 0 2 5 1
594,3 1 2 9 6
595,6 1 8 2 3
596,6 5 1 3 9
597,3 5 4 0 7
598,7 2 3 1 8
599,8 4 3 1 6
600,6 9 2 7 1
601,0 9 2 3 4
602,6 4 3 1 7
603,9 3 5 6 0
604,0 7 8 4 5
605,1 8 0 2 9
606,2 1 0 9 5
607,4 9 6 1 2
608,1 8 6 4 2
609,3 5 9 7 6
610,5 4 6 8 3
611,6 8 9 4 5
612,5 4 3 2 0
613,7 9 2 1 8
614,0 9 5 3 1
615,1 8 9 6 4
616,8 5 2 0 9
617,4 5 3 6 8
618,5 2 6 4 7
619,2 7 6 9 3
620,1 3 0 4 9
621,2 0 9 3 7
622,6 0 2 1 3
623,6 0 2 7 5
624,0 5 7 4 9
625,9 1 2 6 4
626,3 9 6 4 5
627,3 4 5 0 8
628,7 4 8 3 9
629,9 6 5 7 8
630,6 1 0 2 8
631,3 1 7 6 2
632,4 5 0 8 9
633,1 5 8 3 7
634,5 4 6 2 1
635,6 5 1 4 9
636,6 0 7 3 1
637,1 7 0 9 2
638,7 0 1 5 2
639,3 2 0 8 9
640,5 1 8 4 0
641,4 0 1 8 7
642,2 4 6 1 8
643,8 5 0 2 6
644,8 2 4 5 1
645,1 8 7 0 2
646,5 4 1 8 0
647,9 0 2 3 4
648,7 2 8 4 9
649,0 8 3 7 4
650,4 7 1 0 9
651,4 9 2 3 0
652,7 0 9 5 2
653,1 0 5 7 2
654,2 4 0 9 6
655,9 8 1 2 3
656,3 2 6 7 9
657,8 1 4 9 6
658,4 8 9 5 2
659,4 5 3 8 2
660,8 3 7 9 1
661,7 1 5 4 3
662,6 5 7 4 1
663,1 3 0 9 6
664,6 3 9 4 2
665,9 0 5 8 6
666,9 2 1 4 5
667,5 1 7 0 9
668,2 0 7 8 4
669,1 3 4 9 2
670,6 5 0 7 8
671,1 4 6 2 0
672,8 0 4 7 9
673,0 7 3 9 5
674,3 1 6 4 9
675,1 9 0 2 8
676,1 8 6 2 9
677,7 8 3 2 6
678,9 0 1 3 4
679,7 4 9 1 3
680,6 5 9 3 1
681,1 5 9 7 6
682,6 8 4 7 1
683,8 0 5 7 4
684,4 5 0 2 6
685,3 8 5 4 1
686,2 9 8 1 3
687,7 3 2 1 8
688,4 6 2 1 9
689,8 7 5 9 3
690,8 7 0 1 9
691,5 6 4 1 3
692,8 5 1 2 4
693,8 7 1 2 0
694,7 8 6 0 9
695,6 1 2 7 9
696,2 8 5 1 6
697,2 1 3 0 6
698,9 7 3 6 2
699,6 4 3 7 2
700,7 2 5 3 8
701,4 1 0 6 3
702,5 3 0 6 4
703,3 4 7 6 1
704,6 7 0 1 9
705,4 7 2 1 6
706,8 3 5 6 1
707,4 0 3 8 9
708,2 0 4 8 9
709,6 9 2 0 4
710,5 1 6 0 9
711,2 8 6 5 4
712,4 8 6 1 2
713,1 8 7 5 2
714,0 8 7 4 2
715,1 0 7 4 5
716,8 0 7 4 5
717,8 9 4 3 1
718,2 5 9 3 6
719,6 7 0 8 2
720,5 0 8 3 7
721,1 4 3 9 2
722,3 1 9 7 4
723,0 9 6 2 1
724,6 7 9 0 5
725,0 6 2 5 9
726,0 9 3 4 6
727,9 3 4 6 2
728,3 2 9 5 6
729,5 2 9 6 4
730,7 4 0 3 6
731,5 6 4 3 7
732,9 2 0 7 5
733,8 6 1 3 4
734,8 1 7 2 9
735,9 2 8 1 7
736,3 4 1 0 8
737,2 9 6 5 1
738,0 6 3 1 9
739,3 1 0 4 8
740,3 9 0 1 2
741,3 4 0 2 8
742,0 3 5 2 9
743,8 0 2 7 6
744,3 7 8 0 6
745,3 7 6 9 8
746,0 9 5 3 1
747,7 3 6 5 9
748,4 8 9 5 7
749,3 2 1 6 8
750,5 6 8 4 2
751,8 5 3 2 7
752,8 9 2 6 1
753,5 3 1 4 6
754,0 7 2 9 1
755,2 5 3 8 7
756,8 6 7 9 2
757,2 0 7 9 3
758,1 9 5 2 7
759,0 6 5 4 3
760,6 5 2 7 3
761,6 3 2 1 9
762,8 6 9 3 5
763,5 3 4 0 7
764,7 8 9 4 3
765,0 7 1 4 9
766,9 5 0 6 7
767,7 4 9 5 0
768,9 2 1 5 7
769,8 9 4 0 5
770,3 4 5 6 8
771,0 3 1 2 4
772,9 2 5 8 7
773,3 6 7 4 0
774,8 1 7 2 6
775,5 7 2 8 6
776,8 1 4 2 9
777,8 1 5 0 6
778,6 7 4 5 8
779,0 7 1 9 8
780,1 0 3 4 5
781,9 4 1 5 0
782,1 9 0 3 2
783,9 3 0 4 7
784,2 7 6 9 3
785,7 1 5 6 0
786,1 0 9 4 3
787,6 2 1 3 9
788,0 6 4 8 5
789,3 5 6 4 9
790,6 9 0 7 5
791,1 3 0 6 2
792,7 0 2 9 5
793,8 4 3 0 1
794,3 8 4 1 7
795,1 6 3 9 7
796,0 2 3 6 8
797,6 1 5 3 0
798,6 3 9 8 1
799,0 8 5 9 4
800,8 7 0 4 6
801,9 8 1 7 4
802,4 8 2 1 6
803,4 6 9 3 2
804,7 6 9 1 0
805,6 1 3 9 7
806,0 3 5 6 2
807,0 3 4 8 6
808,4 9 5 3 1
809,4 8 7 5 1
810,2 8 0 9 4
811,3 1 2 7 8
812,7 3 8 1 2
813,7 4 6 9 3
814,5 3 1 0 9
815,5 0 9 6 7
816,0 9 2 6 7
817,7 3 5 8 6
818,1 4 3 9 8
819,5 4 0 7 3
820,0 5 2 9 8
821,7 8 6 4 9
822,4 8 9 3 2
823,4 1 9 6 8
824,3 4 9 7 0
825,8 3 9 2 5
826,8 5 6 0 1
827,0 5 6 2 3
828,5 8 1 4 2
829,1 0 7 6 4
830,5 9 1 0 3
831,8 9 2 7 6
832,4 2 5 1 9
833,7 4 0 9 8
834,5 2 8 7 0
835,6 4 5 7 9
836,7 5 3 6 2
837,7 6 4 9 0
838,9 6 2 0 7
839,8 2 4 1 5
840,1 8 0 2 7
841,2 0 7 4 8
842,9 6 1 0 5
843,9 8 0 6 5
844,6 0 3 9 5
845,5 8 6 7 4
846,1 5 0 8 3
847,0 5 9 6 1
848,9 8 0 2 3
849,2 0 4 1 6
850,1 8 2 9 0
851,7 0 5 9 1
852,3 8 2 9 0
853,0 8 6 4 2
854,3 6 0 9 4
855,8 3 9 5 7
856,9 1 6 5 0
857,6 1 9 2 5
858,8 4 7 5 9
859,7 8 1 2 0
860,6 8 9 2 3
861,3 6 7 5 1
862,0 1 8 7 5
863,1 5 0 9 3
864,6 8 4 5 3
865,1 9 8 0 5
866,9 4 3 7 0
867,0 3 2 1 8
868,2 8 5 3 6
869,4 3 9 1 0
870,5 8 0 2 6
871,8 9 0 5 1
872,6 3 5 8 0
873,6 1 9 8 4
874,3 4 1 8 2
875,7 8 9 5 6
876,7 0 9 5 2
877,3 0 9 5 2
878,0 1 2 4 7
879,9 7 2 6 0
880,2 9 0 1 8
881,0 6 9 4 8
882,3 0 4 1 6
883,0 8 2 9 3
884,7 5 0 4 6
885,9 8 6 2 0
886,6 2 4 1 7
887,9 7 2 4 8
888,3 9 4 1 7
889,1 9 7 5 0
890,3 1 4 2 7
891,4 7 8 5 0
892,2 9 6 3 8
893,3 6 2 9 7
894,8 9 4 6 2
895,5 4 8 2 3
896,0 6 9 7 5
897,1 5 4 2 9
898,8 7 0 2 5
899,2 3 0 7 1
900,4 0 5 1 3
901,1 9 7 0 2
902,8 5 1 7 3
903,1 3 5 9 6
904,5 9 6 8 3
905,1 6 7 4 8
906,6 5 2 9 4
907,0 4 5 7 6
908,6 8 2 4 1
909,1 2 0 3 5
910,6 1 9 4 5
911,3 2 5 4 1
912,2 6 0 4 3
913,9 3 1 2 6
914,0 3 5 1 7
915,7 3 5 1 8
916,1 4 3 9 6
917,6 0 3 4 5
918,0 4 8 3 2
919,4 9 1 8 6
920,1 8 7 0 5
921,4 9 3 0 8
922,2 8 4 3 6
923,7 8 5 4 3
924,6 9 5 7 3
925,5 3 7 6 8
926,9 2 4 7 5
927,1 7 8 6 4
928,9 6 4 2 1
929,0 5 3 6 7
930,2 8 3 7 0
931,6 9 0 4 8
932,8 9 6 0 3
933,5 3 1 9 2
934,2 9 6 0 5
935,6 1 5 4 2
936,2 7 4 1 3
937,9 7 8 3 1
938,2 1 6 0 4
939,5 4 3 6 8
940,9 4 7 1 2
941,5 7 6 4 2
942,4 0 3 5 9
943,8 3 5 9 6
944,0 2 9 5 3
945,1 6 0 9 2
946,8 3 5 7 2
947,0 2 6 3 1
948,9 3 6 2 0
949,1 5 2 7 9
950,8 7 0 6 5
951,8 0 6 9 2
952,1 5 9 6 3
953,9 3 1 6 2
954,3 0 5 8 9
955,3 0 1 6 4
956,0 8 9 6 2
957,0 2 9 3 5
958,6 1 5 9 4
959,5 6 1 9 2
960,3 5 4 8 7
961,9 7 0 5 8
962,1 7 6 2 4
963,6 1 2 9 3
964,6 9 4 3 8
965,9 4 6 2 8
966,1 2 6 5 7
967,9 2 4 0 7
968,9 1 5 7 4
969,9 3 0 2 5
970,4 6 7 8 2
971,3 5 0 1 8
972,3 8 5 4 9
973,3 2 0 1 6
974,8 6 5 0 3
975,5 3 8 4 0
976,6 0 7 3 2
977,0 3 2 1 8
978,6 4 9 1 7
979,5 1 7 6 2
980,6 1 5 9 4
981,5 8 2 0 7
982,8 9 7 5 1
983,4 9 2 3 5
984,2 4 8 7 3
985,0 8 4 9 7
986,6 9 5 2 3
987,5 7 1 0 3
988,3 5 4 1 9
989,8 7 6 9 0
990,5 8 0 7 9
991,0 3 1 9 5
992,7 6 0 4 3
993,8 2 3 9 0
994,4 2 1 8 7
995,3 1 2 0 4
996,3 4 6 1 0
997,0 9 6 2 4
998,3 1 0 2 8
999,7 4 0 6 9
