Round,DurationSeconds
260,44.812856
261,32.843536
262,26.085165
263,31.670832
264,36.376105
265,33.437751
266,38.625000
267,43.469671
268,39.316567
269,29.181108
270,38.062783
271,43.741049
272,44.910369
273,43.608181
274,33.542615
275,43.769786
276,43.518267
277,40.577639
278,39.019091
279,41.059844
280,36.644447
281,35.093343
282,39.280405
283,35.788888
284,33.973354
285,38.907425
286,42.263443
287,30.171661
288,29.046623
289,41.588496
290,45.311683
291,41.971234
292,31.330890
293,39.564178
294,41.042268
295,41.091896
296,43.098818
297,37.647827
298,43.784061
299,41.241528
300,40.744417
301,28.454466
302,38.164731
303,40.192597
304,43.854533
305,41.020314
306,47.081672
307,39.858425
308,46.278919
309,31.064623
310,27.688003
311,35.631983
312,47.603538
313,32.615177
314,43.956718
315,39.378901
316,44.840001
317,43.635278
318,43.052062
319,39.668128
320,38.375748
321,38.084112
322,44.866616
323,43.563320
324,39.878520
325,41.037825
326,34.249865
327,41.368859
328,39.833508
329,34.793830
330,42.737705
331,46.027325
332,30.116511
333,42.679261
334,43.937827
335,44.182471
336,30.737490
337,33.114557
338,37.290684
339,34.606173
340,45.769562
341,42.133927
342,45.113766
343,33.926215
344,39.897588
345,34.589007
346,42.781095
347,30.009815
348,35.565431
349,41.434636
350,36.627569
351,33.561572
352,32.971472
353,32.477309
354,32.137595
355,39.021890
356,31.511216
357,43.419570
358,50.060271
359,33.310703
360,31.855589
361,32.617201
362,31.635070
363,42.160388
364,44.015208
365,32.259945
366,34.425448
367,38.494654
368,43.058386
369,33.919602
370,40.770563
371,47.044425
372,44.370832
373,43.347180
374,45.295253
375,37.205468
376,35.559069
377,41.248506
378,37.400179
379,39.182765
380,44.411439
381,42.934599
382,35.413851
383,43.631097
384,45.219623
385,42.684119
386,31.870568
387,34.895442
388,45.199386
389,28.319862
390,40.512664
391,37.011300
392,44.123366
393,30.541681
394,44.350890
395,40.655189
396,29.072940
397,35.688402
398,37.694516
399,41.281405
400,37.000201
401,38.349643
402,41.352238
403,38.947399
404,38.421020
405,30.967155
406,41.778359
407,31.427526
408,29.122027
409,46.901787
410,36.338246
411,40.802738
412,37.934853
413,39.511192
414,42.642324
415,36.318425
416,41.244959
417,47.209081
418,46.018310
419,50.031313
420,31.438444
421,29.686940
422,38.708287
423,36.925354
424,35.548739
425,29.286895
426,39.639688
427,37.975734
428,32.436369
429,44.945362
430,36.915182
431,40.469803
432,39.223974
433,32.797972
434,36.526697
435,37.831306
436,33.520275
437,36.172154
438,37.601028
439,39.733977
440,31.957417
441,32.552814
442,36.109995
443,38.765347
444,35.647868
445,38.138805
446,42.663209
447,41.625791
448,35.584558
449,31.561480
450,40.612956
451,34.882685
452,41.156283
453,41.421203
454,38.160545
455,32.317034
456,41.301049
457,45.992829
458,29.096776
459,33.729348
460,43.610652
461,36.795779
462,47.251742
463,37.138722
464,34.743063
465,35.484466
466,32.558954
467,36.732304
468,32.034973
469,35.838667
470,33.268119
471,34.873930
472,38.392719
473,32.774354
474,44.725335
475,44.103928
476,34.337511
477,31.760739
478,36.400864
479,39.187182
480,48.325606
481,31.773695
482,38.092870
483,30.099228
484,42.722175
485,31.971745
486,29.108326
487,39.829166
488,34.467197
489,39.243258
490,37.585357
491,33.646178
492,29.231297
493,35.253900
494,45.147412
495,38.600411
496,33.762151
497,39.115254
498,42.651564
499,39.502959
500,38.539603
501,30.875866
502,42.934454
503,34.485694
504,40.988047
505,50.171275
506,31.349375
507,33.883472
508,32.029941
509,40.624398
510,43.259204
511,40.864785
512,37.756540
513,40.515772
514,41.188339
515,47.634929
516,38.730165
517,37.469753
518,43.926696
519,27.721008
520,39.565606
521,38.834138
522,38.078862
523,32.588942
524,36.555695
525,39.234194
526,47.783705
527,37.458019
528,32.153082
529,40.890532
530,39.323128
531,50.098544
532,29.927640
533,30.334430
534,40.848259
535,38.958585
536,41.041909
537,39.112427
538,36.447937
539,30.512030
540,48.326925
541,34.456530
542,39.613424
543,37.161707
544,31.633417
545,34.965614
546,30.875413
547,28.665555
548,29.297266
549,32.191674
550,34.764101
551,44.088121
552,31.513339
553,34.694428
554,41.391469
555,42.003753
556,36.984655
557,42.662344
558,33.342797
559,28.515616
560,27.592313
561,33.690418
562,38.765420
563,43.122208
564,41.786145
565,31.089623
566,37.244627
567,28.365645
568,37.153281
569,35.388844
570,33.553939
571,40.262668
572,44.749399
573,44.602114
574,39.860830
575,38.301987
576,33.651432
577,44.576602
578,39.810391
579,36.032120
580,48.647131
581,34.738494
582,43.525363
583,43.906383
584,30.026595
585,43.256177
586,36.104569
587,48.031433
588,44.464043
589,45.912659
590,38.240720
591,48.231837
592,37.839506
593,35.709795
594,39.985772
595,34.400885
596,35.557498
597,37.261866
598,34.171125
599,36.138614
600,43.080464
601,43.629310
602,39.934394
603,41.310193
604,35.776587
605,41.757647
606,38.516008
607,40.819409
608,35.296944
609,36.115587
610,29.447253
611,33.258679
612,34.159133
613,37.276939
614,38.846242
615,39.512616
616,35.699907
617,29.402227
618,32.893827
619,40.431985
620,44.605607
621,43.923220
622,42.360079
623,38.362250
624,40.792929
625,40.500169
626,35.008710
627,32.820456
628,37.585853
629,34.591182
630,41.304058
631,37.986339
632,36.771938
633,28.716940
634,31.815541
635,36.003017
636,45.011840
637,45.428376
638,37.066612
639,40.170879
640,34.315165
641,41.286244
642,35.069916
643,34.695376
644,27.063559
645,40.449228
646,34.157535
647,42.926562
648,36.857898
649,39.939736
650,47.381537
651,42.854220
652,39.544015
653,36.866033
654,46.315162
655,34.881608
656,40.893431
657,39.646341
658,30.019670
659,25.859071
660,37.659796
661,31.299801
662,34.859422
663,46.592496
664,39.140232
665,38.839583
666,32.627036
667,41.646832
668,39.496052
669,37.012931
670,37.113005
671,43.078643
672,43.977616
673,39.876307
674,40.647412
675,41.959351
676,38.452154
677,35.219853
678,44.317519
679,39.990497
680,35.093801
681,37.876711
682,37.763205
683,35.385146
684,37.593184
685,27.573107
686,35.222819
687,33.533221
688,41.046725
689,31.896821
690,44.963211
691,32.387642
692,27.225972
693,40.679680
694,46.637972
695,42.457540
696,29.566280
697,43.038313
698,41.025960
699,37.750424
700,27.343784
701,43.712346
702,37.665951
703,39.370539
704,49.656195
705,39.617227
706,29.724914
707,41.629140
708,41.320163
709,46.105177
710,42.225431
711,28.828775
712,34.907053
713,28.720806
714,40.180931
715,38.488132
716,35.250364
717,36.257794
718,33.616751
719,41.986292
720,33.949061
721,37.242340
722,40.325252
723,46.686768
724,43.244609
725,40.480589
726,46.553058
727,39.398862
728,33.919710
729,34.604084
730,44.951876
731,33.207219
732,39.480684
733,35.722861
734,37.483628
735,37.306659
736,39.386222
737,34.624912
738,46.691661
739,38.983340
740,43.552429
741,37.346488
742,36.998693
743,42.467626
744,42.022105
745,39.294495
746,38.695788
747,36.125854
748,32.233829
749,33.724754
750,28.856281
751,26.755682
752,37.775684
753,32.632607
754,45.109155
755,27.077487
756,38.771485
757,44.053996
758,33.738114
759,37.189456
760,31.568232
761,39.359950
762,32.095450
763,36.431848
764,37.189544
765,47.433257
766,43.537240
767,40.864233
768,34.460094
769,36.942387
770,29.615801
771,40.695087
772,31.758376
773,45.682821
774,37.109903
775,31.008771
776,36.515901
777,36.980756
778,32.118977
779,45.306928
780,36.213853
781,40.282263
782,43.636480
783,46.157227
784,40.819279
785,40.793045
786,44.686222
787,40.117367
788,35.915977
789,34.444723
790,42.949107
791,42.624349
792,39.674035
793,38.957685
794,34.350908
795,42.107885
796,38.959878
797,37.431769
798,37.985445
799,36.713398
800,43.067866
801,38.872946
802,35.662931
803,39.414065
804,49.824776
805,42.062349
806,36.142076
807,41.142109
808,32.777397
809,29.796673
810,40.988912
811,33.018602
812,33.054814
813,41.511050
814,38.600533
815,42.850764
816,47.306329
817,30.324747
818,35.882834
819,36.474839
820,35.188941
821,40.109668
822,33.929869
823,39.240058
824,44.970628
825,28.533992
826,36.220392
827,35.756500
828,27.107718
829,45.938217
830,38.449869
831,39.190168
832,32.624413
833,43.523283
834,33.470635
835,36.785064
836,31.536311
837,48.431000
838,47.645185
839,26.937974
840,40.200457
841,39.583751
842,42.022383
843,39.151352
844,40.410581
845,31.837423
846,33.119000
847,41.879475
848,39.758976
849,42.903994
850,41.890113
851,41.076497
852,39.543425
853,40.038328
854,45.892148
855,31.268604
856,41.842507
857,34.777970
858,32.267821
859,39.643444
860,36.259794
861,32.901824
862,35.232523
863,38.306202
864,29.110316
865,36.697238
866,44.729744
867,37.364431
868,27.431519
869,43.618255
870,34.205363
871,36.898300
872,34.522126
873,38.853094
874,31.399240
875,34.199740
876,38.986882
877,36.335792
878,42.144246
879,46.706953
880,41.698100
881,44.362616
882,43.278081
883,39.792771
884,39.649348
885,42.982139
886,38.606387
887,36.350263
888,40.040690
889,40.699496
890,35.075250
891,34.889847
892,35.879863
893,39.903994
894,37.018823
895,25.119804
896,42.602273
897,32.315290
898,33.169998
899,40.808474
900,35.323255
901,44.838977
902,28.368500
903,34.682477
904,31.700513
905,37.432042
906,34.190124
907,39.367989
908,34.514303
909,33.844735
910,35.962498
911,28.062843
912,41.521654
913,39.220093
914,37.057000
915,28.653397
916,40.417723
917,37.000569
918,36.709555
919,38.829515
920,35.320647
921,41.152894
922,33.181082
923,27.970050
924,35.801129
925,30.071770
926,33.286932
927,37.415159
928,40.374768
929,38.520604
930,38.402237
931,44.429360
932,43.409601
933,31.063251
934,39.763803
935,31.051913
936,35.069344
937,37.078991
938,43.114347
939,28.711981
940,39.230372
941,32.442962
942,38.055228
943,32.112204
944,36.401343
945,45.863100
946,27.125359
947,41.867148
948,44.514986
949,33.664215
950,37.302151
951,42.895541
952,34.343276
953,38.824249
954,35.141799
955,42.863669
956,42.885462
957,36.337818
958,35.763297
959,34.280843
960,28.018481
961,37.776029
962,38.306156
963,38.913521
964,37.197392
965,37.525110
966,32.553849
967,44.816400
968,34.751037
969,36.597710
970,36.053511
971,32.888314
972,29.689799
973,41.892304
974,34.685361
975,32.421972
976,43.055789
977,37.293265
978,42.509390
979,33.093590
980,35.796389
981,33.578861
982,32.624967
983,30.478782
984,32.307388
985,43.433157
986,33.049850
987,36.541838
988,32.456455
989,45.493411
990,37.742344
991,38.060356
992,44.225194
993,39.627822
994,33.762688
995,39.592567
996,43.047948
997,45.500472
998,37.129682
999,48.212095
