Round,NumSelected,BytesDown,BytesUp,BytesTotal,MBTotal
155,5,382920,382920,765840,0.730362
156,5,382920,382920,765840,0.730362
157,5,382920,382920,765840,0.730362
158,5,382920,382920,765840,0.730362
159,5,382920,382920,765840,0.730362
160,5,382920,382920,765840,0.730362
161,5,382920,382920,765840,0.730362
162,5,382920,382920,765840,0.730362
163,5,382920,382920,765840,0.730362
164,5,382920,382920,765840,0.730362
165,5,382920,382920,765840,0.730362
166,5,382920,382920,765840,0.730362
167,5,382920,382920,765840,0.730362
168,5,382920,382920,765840,0.730362
169,5,382920,382920,765840,0.730362
170,5,382920,382920,765840,0.730362
171,5,382920,382920,765840,0.730362
172,5,382920,382920,765840,0.730362
173,5,382920,382920,765840,0.730362
174,5,382920,382920,765840,0.730362
175,5,382920,382920,765840,0.730362
176,5,382920,382920,765840,0.730362
177,5,382920,382920,765840,0.730362
178,5,382920,382920,765840,0.730362
179,5,382920,382920,765840,0.730362
180,5,382920,382920,765840,0.730362
181,5,382920,382920,765840,0.730362
182,5,382920,382920,765840,0.730362
183,5,382920,382920,765840,0.730362
184,5,382920,382920,765840,0.730362
185,5,382920,382920,765840,0.730362
186,5,382920,382920,765840,0.730362
187,5,382920,382920,765840,0.730362
188,5,382920,382920,765840,0.730362
189,5,382920,382920,765840,0.730362
190,5,382920,382920,765840,0.730362
191,5,382920,382920,765840,0.730362
192,5,382920,382920,765840,0.730362
193,5,382920,382920,765840,0.730362
194,5,382920,382920,765840,0.730362
195,5,382920,382920,765840,0.730362
196,5,382920,382920,765840,0.730362
197,5,382920,382920,765840,0.730362
198,5,382920,382920,765840,0.730362
199,5,382920,382920,765840,0.730362
200,5,382920,382920,765840,0.730362
201,5,382920,382920,765840,0.730362
202,5,382920,382920,765840,0.730362
203,5,382920,382920,765840,0.730362
204,5,382920,382920,765840,0.730362
205,5,382920,382920,765840,0.730362
206,5,382920,382920,765840,0.730362
207,5,382920,382920,765840,0.730362
208,5,382920,382920,765840,0.730362
209,5,382920,382920,765840,0.730362
210,5,382920,382920,765840,0.730362
211,5,382920,382920,765840,0.730362
212,5,382920,382920,765840,0.730362
213,5,382920,382920,765840,0.730362
214,5,382920,382920,765840,0.730362
215,5,382920,382920,765840,0.730362
216,5,382920,382920,765840,0.730362
217,5,382920,382920,765840,0.730362
218,5,382920,382920,765840,0.730362
219,5,382920,382920,765840,0.730362
220,5,382920,382920,765840,0.730362
221,5,382920,382920,765840,0.730362
222,5,382920,382920,765840,0.730362
223,5,382920,382920,765840,0.730362
224,5,382920,382920,765840,0.730362
225,5,382920,382920,765840,0.730362
226,5,382920,382920,765840,0.730362
227,5,382920,382920,765840,0.730362
228,5,382920,382920,765840,0.730362
229,5,382920,382920,765840,0.730362
230,5,382920,382920,765840,0.730362
231,5,382920,382920,765840,0.730362
232,5,382920,382920,765840,0.730362
233,5,382920,382920,765840,0.730362
234,5,382920,382920,765840,0.730362
235,5,382920,382920,765840,0.730362
236,5,382920,382920,765840,0.730362
237,5,382920,382920,765840,0.730362
238,5,382920,382920,765840,0.730362
239,5,382920,382920,765840,0.730362
240,5,382920,382920,765840,0.730362
241,5,382920,382920,765840,0.730362
242,5,382920,382920,765840,0.730362
243,5,382920,382920,765840,0.730362
244,5,382920,382920,765840,0.730362
245,5,382920,382920,765840,0.730362
246,5,382920,382920,765840,0.730362
247,5,382920,382920,765840,0.730362
248,5,382920,382920,765840,0.730362
249,5,382920,382920,765840,0.730362
250,5,382920,382920,765840,0.730362
251,5,382920,382920,765840,0.730362
252,5,382920,382920,765840,0.730362
253,5,382920,382920,765840,0.730362
254,5,382920,382920,765840,0.730362
255,5,382920,382920,765840,0.730362
256,5,382920,382920,765840,0.730362
257,5,382920,382920,765840,0.730362
258,5,382920,382920,765840,0.730362
259,5,382920,382920,765840,0.730362
260,5,382920,382920,765840,0.730362
261,5,382920,382920,765840,0.730362
262,5,382920,382920,765840,0.730362
263,5,382920,382920,765840,0.730362
264,5,382920,382920,765840,0.730362
265,5,382920,382920,765840,0.730362
266,5,382920,382920,765840,0.730362
267,5,382920,382920,765840,0.730362
268,5,382920,382920,765840,0.730362
269,5,382920,382920,765840,0.730362
270,5,382920,382920,765840,0.730362
271,5,382920,382920,765840,0.730362
272,5,382920,382920,765840,0.730362
273,5,382920,382920,765840,0.730362
274,5,382920,382920,765840,0.730362
275,5,382920,382920,765840,0.730362
276,5,382920,382920,765840,0.730362
277,5,382920,382920,765840,0.730362
278,5,382920,382920,765840,0.730362
279,5,382920,382920,765840,0.730362
280,5,382920,382920,765840,0.730362
281,5,382920,382920,765840,0.730362
282,5,382920,382920,765840,0.730362
283,5,382920,382920,765840,0.730362
284,5,382920,382920,765840,0.730362
285,5,382920,382920,765840,0.730362
286,5,382920,382920,765840,0.730362
287,5,382920,382920,765840,0.730362
288,5,382920,382920,765840,0.730362
289,5,382920,382920,765840,0.730362
290,5,382920,382920,765840,0.730362
291,5,382920,382920,765840,0.730362
292,5,382920,382920,765840,0.730362
293,5,382920,382920,765840,0.730362
294,5,382920,382920,765840,0.730362
295,5,382920,382920,765840,0.730362
296,5,382920,382920,765840,0.730362
297,5,382920,382920,765840,0.730362
298,5,382920,382920,765840,0.730362
299,5,382920,382920,765840,0.730362
300,5,382920,382920,765840,0.730362
301,5,382920,382920,765840,0.730362
302,5,382920,382920,765840,0.730362
303,5,382920,382920,765840,0.730362
304,5,382920,382920,765840,0.730362
305,5,382920,382920,765840,0.730362
306,5,382920,382920,765840,0.730362
307,5,382920,382920,765840,0.730362
308,5,382920,382920,765840,0.730362
309,5,382920,382920,765840,0.730362
310,5,382920,382920,765840,0.730362
311,5,382920,382920,765840,0.730362
312,5,382920,382920,765840,0.730362
313,5,382920,382920,765840,0.730362
314,5,382920,382920,765840,0.730362
315,5,382920,382920,765840,0.730362
316,5,382920,382920,765840,0.730362
317,5,382920,382920,765840,0.730362
318,5,382920,382920,765840,0.730362
319,5,382920,382920,765840,0.730362
320,5,382920,382920,765840,0.730362
321,5,382920,382920,765840,0.730362
322,5,382920,382920,765840,0.730362
323,5,382920,382920,765840,0.730362
324,5,382920,382920,765840,0.730362
325,5,382920,382920,765840,0.730362
326,5,382920,382920,765840,0.730362
327,5,382920,382920,765840,0.730362
328,5,382920,382920,765840,0.730362
329,5,382920,382920,765840,0.730362
330,5,382920,382920,765840,0.730362
331,5,382920,382920,765840,0.730362
332,5,382920,382920,765840,0.730362
333,5,382920,382920,765840,0.730362
334,5,382920,382920,765840,0.730362
335,5,382920,382920,765840,0.730362
336,5,382920,382920,765840,0.730362
337,5,382920,382920,765840,0.730362
338,5,382920,382920,765840,0.730362
339,5,382920,382920,765840,0.730362
340,5,382920,382920,765840,0.730362
341,5,382920,382920,765840,0.730362
342,5,382920,382920,765840,0.730362
343,5,382920,382920,765840,0.730362
344,5,382920,382920,765840,0.730362
345,5,382920,382920,765840,0.730362
346,5,382920,382920,765840,0.730362
347,5,382920,382920,765840,0.730362
348,5,382920,382920,765840,0.730362
349,5,382920,382920,765840,0.730362
350,5,382920,382920,765840,0.730362
351,5,382920,382920,765840,0.730362
352,5,382920,382920,765840,0.730362
353,5,382920,382920,765840,0.730362
354,5,382920,382920,765840,0.730362
355,5,382920,382920,765840,0.730362
356,5,382920,382920,765840,0.730362
357,5,382920,382920,765840,0.730362
358,5,382920,382920,765840,0.730362
359,5,382920,382920,765840,0.730362
360,5,382920,382920,765840,0.730362
361,5,382920,382920,765840,0.730362
362,5,382920,382920,765840,0.730362
363,5,382920,382920,765840,0.730362
364,5,382920,382920,765840,0.730362
365,5,382920,382920,765840,0.730362
366,5,382920,382920,765840,0.730362
367,5,382920,382920,765840,0.730362
368,5,382920,382920,765840,0.730362
369,5,382920,382920,765840,0.730362
370,5,382920,382920,765840,0.730362
371,5,382920,382920,765840,0.730362
372,5,382920,382920,765840,0.730362
373,5,382920,382920,765840,0.730362
374,5,382920,382920,765840,0.730362
375,5,382920,382920,765840,0.730362
376,5,382920,382920,765840,0.730362
377,5,382920,382920,765840,0.730362
378,5,382920,382920,765840,0.730362
379,5,382920,382920,765840,0.730362
380,5,382920,382920,765840,0.730362
381,5,382920,382920,765840,0.730362
382,5,382920,382920,765840,0.730362
383,5,382920,382920,765840,0.730362
384,5,382920,382920,765840,0.730362
385,5,382920,382920,765840,0.730362
386,5,382920,382920,765840,0.730362
387,5,382920,382920,765840,0.730362
388,5,382920,382920,765840,0.730362
389,5,382920,382920,765840,0.730362
390,5,382920,382920,765840,0.730362
391,5,382920,382920,765840,0.730362
392,5,382920,382920,765840,0.730362
393,5,382920,382920,765840,0.730362
394,5,382920,382920,765840,0.730362
395,5,382920,382920,765840,0.730362
396,5,382920,382920,765840,0.730362
397,5,382920,382920,765840,0.730362
398,5,382920,382920,765840,0.730362
399,5,382920,382920,765840,0.730362
400,5,382920,382920,765840,0.730362
401,5,382920,382920,765840,0.730362
402,5,382920,382920,765840,0.730362
403,5,382920,382920,765840,0.730362
404,5,382920,382920,765840,0.730362
405,5,382920,382920,765840,0.730362
406,5,382920,382920,765840,0.730362
407,5,382920,382920,765840,0.730362
408,5,382920,382920,765840,0.730362
409,5,382920,382920,765840,0.730362
410,5,382920,382920,765840,0.730362
411,5,382920,382920,765840,0.730362
412,5,382920,382920,765840,0.730362
413,5,382920,382920,765840,0.730362
414,5,382920,382920,765840,0.730362
415,5,382920,382920,765840,0.730362
416,5,382920,382920,765840,0.730362
417,5,382920,382920,765840,0.730362
418,5,382920,382920,765840,0.730362
419,5,382920,382920,765840,0.730362
420,5,382920,382920,765840,0.730362
421,5,382920,382920,765840,0.730362
422,5,382920,382920,765840,0.730362
423,5,382920,382920,765840,0.730362
424,5,382920,382920,765840,0.730362
425,5,382920,382920,765840,0.730362
426,5,382920,382920,765840,0.730362
427,5,382920,382920,765840,0.730362
428,5,382920,382920,765840,0.730362
429,5,382920,382920,765840,0.730362
430,5,382920,382920,765840,0.730362
431,5,382920,382920,765840,0.730362
432,5,382920,382920,765840,0.730362
433,5,382920,382920,765840,0.730362
434,5,382920,382920,765840,0.730362
435,5,382920,382920,765840,0.730362
436,5,382920,382920,765840,0.730362
437,5,382920,382920,765840,0.730362
438,5,382920,382920,765840,0.730362
439,5,382920,382920,765840,0.730362
440,5,382920,382920,765840,0.730362
441,5,382920,382920,765840,0.730362
442,5,382920,382920,765840,0.730362
443,5,382920,382920,765840,0.730362
444,5,382920,382920,765840,0.730362
445,5,382920,382920,765840,0.730362
446,5,382920,382920,765840,0.730362
447,5,382920,382920,765840,0.730362
448,5,382920,382920,765840,0.730362
449,5,382920,382920,765840,0.730362
450,5,382920,382920,765840,0.730362
451,5,382920,382920,765840,0.730362
452,5,382920,382920,765840,0.730362
453,5,382920,382920,765840,0.730362
454,5,382920,382920,765840,0.730362
455,5,382920,382920,765840,0.730362
456,5,382920,382920,765840,0.730362
457,5,382920,382920,765840,0.730362
458,5,382920,382920,765840,0.730362
459,5,382920,382920,765840,0.730362
460,5,382920,382920,765840,0.730362
461,5,382920,382920,765840,0.730362
462,5,382920,382920,765840,0.730362
463,5,382920,382920,765840,0.730362
464,5,382920,382920,765840,0.730362
465,5,382920,382920,765840,0.730362
466,5,382920,382920,765840,0.730362
467,5,382920,382920,765840,0.730362
468,5,382920,382920,765840,0.730362
469,5,382920,382920,765840,0.730362
470,5,382920,382920,765840,0.730362
471,5,382920,382920,765840,0.730362
472,5,382920,382920,765840,0.730362
473,5,382920,382920,765840,0.730362
474,5,382920,382920,765840,0.730362
475,5,382920,382920,765840,0.730362
476,5,382920,382920,765840,0.730362
477,5,382920,382920,765840,0.730362
478,5,382920,382920,765840,0.730362
479,5,382920,382920,765840,0.730362
480,5,382920,382920,765840,0.730362
481,5,382920,382920,765840,0.730362
482,5,382920,382920,765840,0.730362
483,5,382920,382920,765840,0.730362
484,5,382920,382920,765840,0.730362
485,5,382920,382920,765840,0.730362
486,5,382920,382920,765840,0.730362
487,5,382920,382920,765840,0.730362
488,5,382920,382920,765840,0.730362
489,5,382920,382920,765840,0.730362
490,5,382920,382920,765840,0.730362
491,5,382920,382920,765840,0.730362
492,5,382920,382920,765840,0.730362
493,5,382920,382920,765840,0.730362
494,5,382920,382920,765840,0.730362
495,5,382920,382920,765840,0.730362
496,5,382920,382920,765840,0.730362
497,5,382920,382920,765840,0.730362
498,5,382920,382920,765840,0.730362
499,5,382920,382920,765840,0.730362
500,5,382920,382920,765840,0.730362
501,5,382920,382920,765840,0.730362
502,5,382920,382920,765840,0.730362
503,5,382920,382920,765840,0.730362
504,5,382920,382920,765840,0.730362
505,5,382920,382920,765840,0.730362
506,5,382920,382920,765840,0.730362
507,5,382920,382920,765840,0.730362
508,5,382920,382920,765840,0.730362
509,5,382920,382920,765840,0.730362
510,5,382920,382920,765840,0.730362
511,5,382920,382920,765840,0.730362
512,5,382920,382920,765840,0.730362
513,5,382920,382920,765840,0.730362
514,5,382920,382920,765840,0.730362
515,5,382920,382920,765840,0.730362
516,5,382920,382920,765840,0.730362
517,5,382920,382920,765840,0.730362
518,5,382920,382920,765840,0.730362
519,5,382920,382920,765840,0.730362
520,5,382920,382920,765840,0.730362
521,5,382920,382920,765840,0.730362
522,5,382920,382920,765840,0.730362
523,5,382920,382920,765840,0.730362
524,5,382920,382920,765840,0.730362
525,5,382920,382920,765840,0.730362
526,5,382920,382920,765840,0.730362
527,5,382920,382920,765840,0.730362
528,5,382920,382920,765840,0.730362
529,5,382920,382920,765840,0.730362
530,5,382920,382920,765840,0.730362
531,5,382920,382920,765840,0.730362
532,5,382920,382920,765840,0.730362
533,5,382920,382920,765840,0.730362
534,5,382920,382920,765840,0.730362
535,5,382920,382920,765840,0.730362
536,5,382920,382920,765840,0.730362
537,5,382920,382920,765840,0.730362
538,5,382920,382920,765840,0.730362
539,5,382920,382920,765840,0.730362
540,5,382920,382920,765840,0.730362
541,5,382920,382920,765840,0.730362
542,5,382920,382920,765840,0.730362
543,5,382920,382920,765840,0.730362
544,5,382920,382920,765840,0.730362
545,5,382920,382920,765840,0.730362
546,5,382920,382920,765840,0.730362
547,5,382920,382920,765840,0.730362
548,5,382920,382920,765840,0.730362
549,5,382920,382920,765840,0.730362
550,5,382920,382920,765840,0.730362
551,5,382920,382920,765840,0.730362
552,5,382920,382920,765840,0.730362
553,5,382920,382920,765840,0.730362
554,5,382920,382920,765840,0.730362
555,5,382920,382920,765840,0.730362
556,5,382920,382920,765840,0.730362
557,5,382920,382920,765840,0.730362
558,5,382920,382920,765840,0.730362
559,5,382920,382920,765840,0.730362
560,5,382920,382920,765840,0.730362
561,5,382920,382920,765840,0.730362
562,5,382920,382920,765840,0.730362
563,5,382920,382920,765840,0.730362
564,5,382920,382920,765840,0.730362
565,5,382920,382920,765840,0.730362
566,5,382920,382920,765840,0.730362
567,5,382920,382920,765840,0.730362
568,5,382920,382920,765840,0.730362
569,5,382920,382920,765840,0.730362
570,5,382920,382920,765840,0.730362
571,5,382920,382920,765840,0.730362
572,5,382920,382920,765840,0.730362
573,5,382920,382920,765840,0.730362
574,5,382920,382920,765840,0.730362
575,5,382920,382920,765840,0.730362
576,5,382920,382920,765840,0.730362
577,5,382920,382920,765840,0.730362
578,5,382920,382920,765840,0.730362
579,5,382920,382920,765840,0.730362
580,5,382920,382920,765840,0.730362
581,5,382920,382920,765840,0.730362
582,5,382920,382920,765840,0.730362
583,5,382920,382920,765840,0.730362
584,5,382920,382920,765840,0.730362
585,5,382920,382920,765840,0.730362
586,5,382920,382920,765840,0.730362
587,5,382920,382920,765840,0.730362
588,5,382920,382920,765840,0.730362
589,5,382920,382920,765840,0.730362
590,5,382920,382920,765840,0.730362
591,5,382920,382920,765840,0.730362
592,5,382920,382920,765840,0.730362
593,5,382920,382920,765840,0.730362
594,5,382920,382920,765840,0.730362
595,5,382920,382920,765840,0.730362
596,5,382920,382920,765840,0.730362
597,5,382920,382920,765840,0.730362
598,5,382920,382920,765840,0.730362
599,5,382920,382920,765840,0.730362
600,5,382920,382920,765840,0.730362
601,5,382920,382920,765840,0.730362
602,5,382920,382920,765840,0.730362
603,5,382920,382920,765840,0.730362
604,5,382920,382920,765840,0.730362
605,5,382920,382920,765840,0.730362
606,5,382920,382920,765840,0.730362
607,5,382920,382920,765840,0.730362
608,5,382920,382920,765840,0.730362
609,5,382920,382920,765840,0.730362
610,5,382920,382920,765840,0.730362
611,5,382920,382920,765840,0.730362
612,5,382920,382920,765840,0.730362
613,5,382920,382920,765840,0.730362
614,5,382920,382920,765840,0.730362
615,5,382920,382920,765840,0.730362
616,5,382920,382920,765840,0.730362
617,5,382920,382920,765840,0.730362
618,5,382920,382920,765840,0.730362
619,5,382920,382920,765840,0.730362
620,5,382920,382920,765840,0.730362
621,5,382920,382920,765840,0.730362
622,5,382920,382920,765840,0.730362
623,5,382920,382920,765840,0.730362
624,5,382920,382920,765840,0.730362
625,5,382920,382920,765840,0.730362
626,5,382920,382920,765840,0.730362
627,5,382920,382920,765840,0.730362
628,5,382920,382920,765840,0.730362
629,5,382920,382920,765840,0.730362
630,5,382920,382920,765840,0.730362
631,5,382920,382920,765840,0.730362
632,5,382920,382920,765840,0.730362
633,5,382920,382920,765840,0.730362
634,5,382920,382920,765840,0.730362
635,5,382920,382920,765840,0.730362
636,5,382920,382920,765840,0.730362
637,5,382920,382920,765840,0.730362
638,5,382920,382920,765840,0.730362
639,5,382920,382920,765840,0.730362
640,5,382920,382920,765840,0.730362
641,5,382920,382920,765840,0.730362
642,5,382920,382920,765840,0.730362
643,5,382920,382920,765840,0.730362
644,5,382920,382920,765840,0.730362
645,5,382920,382920,765840,0.730362
646,5,382920,382920,765840,0.730362
647,5,382920,382920,765840,0.730362
648,5,382920,382920,765840,0.730362
649,5,382920,382920,765840,0.730362
650,5,382920,382920,765840,0.730362
651,5,382920,382920,765840,0.730362
652,5,382920,382920,765840,0.730362
653,5,382920,382920,765840,0.730362
654,5,382920,382920,765840,0.730362
655,5,382920,382920,765840,0.730362
656,5,382920,382920,765840,0.730362
657,5,382920,382920,765840,0.730362
658,5,382920,382920,765840,0.730362
659,5,382920,382920,765840,0.730362
660,5,382920,382920,765840,0.730362
661,5,382920,382920,765840,0.730362
662,5,382920,382920,765840,0.730362
663,5,382920,382920,765840,0.730362
664,5,382920,382920,765840,0.730362
665,5,382920,382920,765840,0.730362
666,5,382920,382920,765840,0.730362
667,5,382920,382920,765840,0.730362
668,5,382920,382920,765840,0.730362
669,5,382920,382920,765840,0.730362
670,5,382920,382920,765840,0.730362
671,5,382920,382920,765840,0.730362
672,5,382920,382920,765840,0.730362
673,5,382920,382920,765840,0.730362
674,5,382920,382920,765840,0.730362
675,5,382920,382920,765840,0.730362
676,5,382920,382920,765840,0.730362
677,5,382920,382920,765840,0.730362
678,5,382920,382920,765840,0.730362
679,5,382920,382920,765840,0.730362
680,5,382920,382920,765840,0.730362
681,5,382920,382920,765840,0.730362
682,5,382920,382920,765840,0.730362
683,5,382920,382920,765840,0.730362
684,5,382920,382920,765840,0.730362
685,5,382920,382920,765840,0.730362
686,5,382920,382920,765840,0.730362
687,5,382920,382920,765840,0.730362
688,5,382920,382920,765840,0.730362
689,5,382920,382920,765840,0.730362
690,5,382920,382920,765840,0.730362
691,5,382920,382920,765840,0.730362
692,5,382920,382920,765840,0.730362
693,5,382920,382920,765840,0.730362
694,5,382920,382920,765840,0.730362
695,5,382920,382920,765840,0.730362
696,5,382920,382920,765840,0.730362
697,5,382920,382920,765840,0.730362
698,5,382920,382920,765840,0.730362
699,5,382920,382920,765840,0.730362
700,5,382920,382920,765840,0.730362
701,5,382920,382920,765840,0.730362
702,5,382920,382920,765840,0.730362
703,5,382920,382920,765840,0.730362
704,5,382920,382920,765840,0.730362
705,5,382920,382920,765840,0.730362
706,5,382920,382920,765840,0.730362
707,5,382920,382920,765840,0.730362
708,5,382920,382920,765840,0.730362
709,5,382920,382920,765840,0.730362
710,5,382920,382920,765840,0.730362
711,5,382920,382920,765840,0.730362
712,5,382920,382920,765840,0.730362
713,5,382920,382920,765840,0.730362
714,5,382920,382920,765840,0.730362
715,5,382920,382920,765840,0.730362
716,5,382920,382920,765840,0.730362
717,5,382920,382920,765840,0.730362
718,5,382920,382920,765840,0.730362
719,5,382920,382920,765840,0.730362
720,5,382920,382920,765840,0.730362
721,5,382920,382920,765840,0.730362
722,5,382920,382920,765840,0.730362
723,5,382920,382920,765840,0.730362
724,5,382920,382920,765840,0.730362
725,5,382920,382920,765840,0.730362
726,5,382920,382920,765840,0.730362
727,5,382920,382920,765840,0.730362
728,5,382920,382920,765840,0.730362
729,5,382920,382920,765840,0.730362
730,5,382920,382920,765840,0.730362
731,5,382920,382920,765840,0.730362
732,5,382920,382920,765840,0.730362
733,5,382920,382920,765840,0.730362
734,5,382920,382920,765840,0.730362
735,5,382920,382920,765840,0.730362
736,5,382920,382920,765840,0.730362
737,5,382920,382920,765840,0.730362
738,5,382920,382920,765840,0.730362
739,5,382920,382920,765840,0.730362
740,5,382920,382920,765840,0.730362
741,5,382920,382920,765840,0.730362
742,5,382920,382920,765840,0.730362
743,5,382920,382920,765840,0.730362
744,5,382920,382920,765840,0.730362
745,5,382920,382920,765840,0.730362
746,5,382920,382920,765840,0.730362
747,5,382920,382920,765840,0.730362
748,5,382920,382920,765840,0.730362
749,5,382920,382920,765840,0.730362
750,5,382920,382920,765840,0.730362
751,5,382920,382920,765840,0.730362
752,5,382920,382920,765840,0.730362
753,5,382920,382920,765840,0.730362
754,5,382920,382920,765840,0.730362
755,5,382920,382920,765840,0.730362
756,5,382920,382920,765840,0.730362
757,5,382920,382920,765840,0.730362
758,5,382920,382920,765840,0.730362
759,5,382920,382920,765840,0.730362
760,5,382920,382920,765840,0.730362
761,5,382920,382920,765840,0.730362
762,5,382920,382920,765840,0.730362
763,5,382920,382920,765840,0.730362
764,5,382920,382920,765840,0.730362
765,5,382920,382920,765840,0.730362
766,5,382920,382920,765840,0.730362
767,5,382920,382920,765840,0.730362
768,5,382920,382920,765840,0.730362
769,5,382920,382920,765840,0.730362
770,5,382920,382920,765840,0.730362
771,5,382920,382920,765840,0.730362
772,5,382920,382920,765840,0.730362
773,5,382920,382920,765840,0.730362
