Round,ClientIndex,ExecutionTimeSeconds
129,2,8.660125
129,3,6.082570
129,4,10.220729
130,0,1.283703
130,1,13.350357
130,2,4.624476
130,3,8.725746
130,4,10.293027
131,0,6.040000
131,1,4.672402
131,2,7.593862
131,3,5.900969
131,4,9.500788
132,0,9.372973
132,1,4.633054
132,2,8.616783
132,3,7.661429
132,4,7.217585
133,0,4.645239
133,1,7.582237
133,2,10.217552
133,3,7.054396
133,4,1.302188
134,0,13.137016
134,1,8.785247
134,2,6.033482
134,3,4.585337
134,4,7.595073
135,0,7.642189
135,1,7.180500
135,2,8.670359
135,3,13.101710
135,4,5.766645
136,0,6.112452
136,1,10.292949
136,2,1.299175
136,3,8.652461
136,4,13.110118
137,0,9.473403
137,1,10.244457
137,2,4.604135
137,3,1.286356
137,4,13.290949
138,0,9.513064
138,1,6.199434
138,2,10.230628
138,3,8.642374
138,4,5.952929
139,0,9.434896
139,1,6.100828
139,2,1.288957
139,3,5.900236
139,4,8.813123
140,0,10.358084
140,1,4.623980
140,2,13.247457
140,3,6.133880
140,4,5.786131
141,0,4.738352
141,1,9.473696
141,2,7.636398
141,3,13.330215
141,4,5.881059
142,0,9.560465
142,1,8.601657
142,2,13.114232
142,3,6.007289
142,4,4.633061
143,0,7.625126
143,1,1.283452
143,2,8.560977
143,3,9.417376
143,4,13.137316
144,0,4.606564
144,1,7.237080
144,2,8.569084
144,3,10.188630
144,4,13.048569
145,0,1.275351
145,1,4.668943
145,2,13.095429
145,3,7.688071
145,4,10.215696
146,0,8.565802
146,1,5.781083
146,2,13.098307
146,3,10.294006
146,4,4.666990
147,0,7.132062
147,1,9.454648
147,2,5.787263
147,3,10.213383
147,4,1.291662
148,0,7.611927
148,1,1.315288
148,2,13.219658
148,3,9.402361
148,4,4.623243
149,0,10.216097
149,1,9.455469
149,2,6.093040
149,3,5.795472
149,4,7.112987
150,0,10.211636
150,1,6.118510
150,2,8.687326
150,3,7.165229
150,4,7.689241
151,0,1.287930
151,1,7.076131
151,2,9.335298
151,3,5.998012
151,4,8.671879
152,0,9.503787
152,1,7.137435
152,2,10.216434
152,3,4.571615
152,4,12.955909
153,0,4.664861
153,1,1.283895
153,2,7.089593
153,3,9.356446
153,4,5.860152
154,0,1.297243
154,1,5.794931
154,2,5.976624
154,3,4.682737
154,4,7.091273
155,0,5.831347
155,1,13.364532
155,2,5.961398
155,3,8.580959
155,4,1.286697
156,0,4.682608
156,1,6.056233
156,2,10.325814
156,3,1.363591
156,4,5.894715
157,0,10.136268
157,1,5.726104
157,2,7.136060
157,3,6.118464
157,4,8.626219
158,0,5.793505
158,1,7.552968
158,2,1.268856
158,3,12.915761
158,4,10.256221
159,0,6.106669
159,1,10.432970
159,2,7.605186
159,3,5.994267
159,4,9.363103
160,0,8.674345
160,1,9.431757
160,2,7.055436
160,3,6.008075
160,4,7.506527
161,0,6.007827
161,1,9.350972
161,2,7.155690
161,3,13.000022
161,4,4.558547
162,0,12.886221
162,1,8.495711
162,2,7.164277
162,3,9.401646
162,4,1.275623
163,0,1.277943
163,1,6.024004
163,2,5.762538
163,3,10.088507
163,4,7.512388
164,0,4.587567
164,1,7.049645
164,2,8.547323
164,3,7.920557
164,4,5.758703
165,0,8.576484
165,1,9.472225
165,2,10.379456
165,3,7.158503
165,4,7.618714
166,0,7.085817
166,1,5.760505
166,2,4.625982
166,3,9.375315
166,4,13.059303
167,0,7.564744
167,1,5.966899
167,2,8.666720
167,3,9.464220
167,4,5.803480
168,0,6.068087
168,1,5.793796
168,2,8.593498
168,3,9.422528
168,4,7.215567
169,0,10.246137
169,1,7.636007
169,2,7.186764
169,3,5.996684
169,4,4.766306
170,0,8.608480
170,1,7.100602
170,2,4.679359
170,3,10.354122
170,4,9.582445
171,0,9.396176
171,1,8.594717
171,2,7.610407
171,3,4.621507
171,4,10.279216
172,0,7.565061
172,1,7.098306
172,2,13.103526
172,3,8.527826
172,4,4.615240
173,0,1.277294
173,1,5.909800
173,2,6.088923
173,3,4.582986
173,4,8.653352
174,0,10.296339
174,1,1.315412
174,2,7.614411
174,3,13.083325
174,4,7.095057
175,0,7.187851
175,1,7.627314
175,2,4.704294
175,3,10.223260
175,4,8.589710
176,0,6.045552
176,1,13.152465
176,2,9.359061
176,3,7.063063
176,4,1.278824
177,0,10.315579
177,1,9.673856
177,2,7.104613
177,3,13.081792
177,4,5.760597
178,0,1.307672
178,1,7.065198
178,2,13.122990
178,3,10.186180
178,4,5.851384
179,0,5.804375
179,1,7.622313
179,2,10.247916
179,3,6.036085
179,4,4.581288
180,0,4.609607
180,1,1.304544
180,2,7.119765
180,3,9.398761
180,4,13.160440
181,0,13.152182
181,1,8.659303
181,2,9.493105
181,3,7.544076
181,4,4.598589
182,0,5.803741
182,1,7.124962
182,2,4.635184
182,3,7.555084
182,4,8.581918
183,0,9.504023
183,1,13.133233
183,2,1.287020
183,3,7.135013
183,4,7.568109
184,0,8.541225
184,1,13.153512
184,2,7.219823
184,3,4.651814
184,4,5.823944
185,0,10.228322
185,1,6.030176
185,2,7.540449
185,3,4.577274
185,4,7.149964
186,0,10.353267
186,1,6.073155
186,2,5.818941
186,3,4.640500
186,4,12.960541
187,0,7.582758
187,1,10.284108
187,2,13.194057
187,3,1.303276
187,4,7.111633
188,0,7.551040
188,1,5.788518
188,2,8.634192
188,3,13.154404
188,4,1.287999
189,0,7.663939
189,1,10.355449
189,2,4.613285
189,3,8.560191
189,4,7.123866
190,0,4.617265
190,1,10.164482
190,2,6.040474
190,3,5.795934
190,4,8.545333
191,0,4.661397
191,1,5.847311
191,2,6.034273
191,3,7.070184
191,4,1.280248
192,0,7.605350
192,1,6.023200
192,2,7.131242
192,3,9.339534
192,4,8.587005
193,0,1.283835
193,1,9.436819
193,2,5.817792
193,3,13.129312
193,4,10.444105
194,0,6.020375
194,1,7.067498
194,2,6.000226
194,3,8.578953
194,4,13.110965
195,0,7.538478
195,1,10.229110
195,2,7.172242
195,3,5.789160
195,4,8.674356
196,0,7.118006
196,1,7.564368
196,2,4.616074
196,3,10.277030
196,4,13.097051
197,0,5.782788
197,1,4.560219
197,2,1.273380
197,3,7.066760
197,4,8.830455
198,0,6.233303
198,1,8.641462
198,2,7.619154
198,3,10.154311
198,4,13.093679
199,0,10.272005
199,1,1.291013
199,2,7.611945
199,3,4.653648
199,4,8.562208
200,0,5.813564
200,1,10.250891
200,2,9.346438
200,3,8.599678
200,4,13.113580
201,0,7.131529
201,1,9.348166
201,2,1.277216
201,3,6.064799
201,4,5.902529
202,0,4.624030
202,1,10.171194
202,2,7.070887
202,3,8.514081
202,4,5.779332
203,0,1.306507
203,1,10.299719
203,2,9.397041
203,3,7.149041
203,4,5.763222
204,0,5.794612
204,1,6.004872
204,2,9.463674
204,3,4.612258
204,4,10.480432
205,0,9.453486
205,1,5.780968
205,2,5.993028
205,3,7.874778
205,4,7.206228
206,0,7.593297
206,1,4.681454
206,2,6.058542
206,3,9.406775
206,4,7.155020
207,0,13.131398
207,1,9.518480
207,2,4.593302
207,3,7.608256
207,4,6.086300
208,0,6.050745
208,1,8.558417
208,2,4.642229
208,3,9.313521
208,4,13.168913
209,0,1.302709
209,1,7.403459
209,2,4.643672
209,3,7.565961
209,4,5.980657
210,0,4.643276
210,1,7.150661
210,2,8.631950
210,3,10.182811
210,4,5.976905
211,0,8.616197
211,1,1.280984
211,2,6.010070
211,3,9.429977
211,4,7.535877
212,0,8.524701
212,1,5.847151
212,2,7.625901
212,3,10.134855
212,4,13.032114
213,0,7.118776
213,1,13.137364
213,2,5.846815
213,3,9.446593
213,4,8.547326
214,0,13.139657
214,1,10.376253
214,2,6.075546
214,3,1.321224
214,4,8.688707
215,0,1.297802
215,1,7.588341
215,2,7.101219
215,3,4.600154
215,4,5.760794
216,0,8.529164
216,1,4.649017
216,2,9.533511
216,3,6.116189
216,4,13.239476
217,0,8.610417
217,1,7.088407
217,2,9.355002
217,3,13.292456
217,4,4.617623
218,0,7.655907
218,1,8.540811
218,2,4.571864
218,3,7.028475
218,4,5.810912
219,0,1.287657
219,1,4.679826
219,2,7.170279
219,3,8.604778
219,4,9.371850
220,0,7.101232
220,1,10.170603
220,2,5.843862
220,3,9.541390
220,4,6.083521
221,0,7.109477
221,1,5.804477
221,2,6.042665
221,3,10.258734
221,4,13.236471
222,0,8.697313
222,1,5.861669
222,2,13.160190
222,3,9.457031
222,4,6.163193
223,0,9.508201
223,1,8.643168
223,2,7.156591
223,3,13.162388
223,4,10.318462
224,0,4.655453
224,1,9.473684
224,2,13.117738
224,3,7.606673
224,4,8.651867
225,0,7.566519
225,1,9.599887
225,2,10.415071
225,3,13.170852
225,4,7.199256
226,0,5.789313
226,1,1.291255
226,2,7.259476
226,3,4.799475
226,4,7.651847
227,0,6.063288
227,1,1.288937
227,2,4.665147
227,3,7.649785
227,4,13.069968
228,0,5.856964
228,1,7.548406
228,2,13.067791
228,3,8.559454
228,4,7.023094
229,0,5.862629
229,1,7.608187
229,2,6.087132
229,3,7.337289
229,4,1.351916
230,0,10.439911
230,1,9.342402
230,2,1.281969
230,3,8.589742
230,4,6.074476
231,0,7.198748
231,1,6.073870
231,2,10.238550
231,3,1.304994
231,4,9.486553
232,0,9.470881
232,1,6.045130
232,2,8.576353
232,3,7.530987
232,4,13.146792
233,0,7.755962
233,1,10.164246
233,2,8.654902
233,3,13.074085
233,4,5.779461
234,0,1.300126
234,1,7.150593
234,2,8.663357
234,3,7.627282
234,4,4.627038
235,0,4.615242
235,1,9.491538
235,2,1.312850
235,3,8.586749
235,4,7.529474
236,0,13.003024
236,1,8.600447
236,2,9.484743
236,3,5.792625
236,4,1.285209
237,0,10.181817
237,1,4.575529
237,2,7.044102
237,3,13.044855
237,4,5.751590
238,0,4.629208
238,1,5.976657
238,2,8.653910
238,3,5.785622
238,4,7.117884
239,0,5.994224
239,1,10.244706
239,2,9.366590
239,3,4.660537
239,4,7.687281
240,0,13.320922
240,1,1.280488
240,2,7.570317
240,3,4.614132
240,4,5.811575
241,0,1.294972
241,1,6.003019
241,2,4.606023
241,3,12.946261
241,4,7.099768
242,0,6.026399
242,1,7.664543
242,2,8.612734
242,3,5.800600
242,4,1.280035
243,0,8.584744
243,1,7.074988
243,2,1.313803
243,3,9.573788
243,4,5.855892
244,0,8.845885
244,1,4.787069
244,2,7.606585
244,3,9.482068
244,4,10.244510
245,0,10.412993
245,1,8.929605
245,2,4.695797
245,3,13.054183
245,4,6.013880
246,0,5.831297
246,1,9.487009
246,2,13.180349
246,3,6.088214
246,4,7.083562
247,0,7.552921
247,1,10.300475
247,2,13.220533
247,3,5.836858
247,4,9.364105
248,0,6.109316
248,1,5.797061
248,2,8.638728
248,3,1.279712
248,4,9.417290
249,0,6.011412
249,1,6.026519
249,2,13.284844
249,3,4.696951
249,4,7.144122
250,0,5.773659
250,1,10.282807
250,2,1.284305
250,3,9.441189
250,4,7.119116
251,0,4.612573
251,1,13.075713
251,2,7.578353
251,3,8.664169
251,4,5.812217
252,0,9.466214
252,1,7.862255
252,2,5.794316
252,3,4.637304
252,4,1.287569
253,0,9.502608
253,1,8.635690
253,2,7.209280
253,3,7.660217
253,4,4.657794
254,0,5.876713
254,1,13.153203
254,2,9.518990
254,3,10.275225
254,4,8.658637
255,0,5.808082
255,1,1.278551
255,2,4.624508
255,3,6.064402
255,4,9.437741
256,0,5.850944
256,1,9.551605
256,2,13.161185
256,3,10.213670
256,4,4.616509
257,0,7.633942
257,1,7.229816
257,2,8.652969
257,3,6.102767
257,4,1.300368
258,0,7.582129
258,1,13.064635
258,2,1.309996
258,3,5.852113
258,4,7.209055
259,0,4.790819
259,1,1.348294
259,2,7.188700
259,3,9.388759
259,4,7.500666
260,0,13.233300
260,1,9.587532
260,2,10.385439
260,3,5.890525
260,4,4.632196
261,0,6.095235
261,1,10.264905
261,2,4.645756
261,3,1.284928
261,4,9.462970
262,0,1.304692
262,1,5.804271
262,2,6.116086
262,3,4.591961
262,4,7.177382
263,0,5.780945
263,1,8.655182
263,2,4.589148
263,3,1.293449
263,4,10.262464
264,0,4.700236
264,1,8.607090
264,2,7.658470
264,3,1.276384
264,4,13.044033
265,0,10.323057
265,1,4.568815
265,2,7.526725
265,3,1.278857
265,4,8.650547
266,0,6.131589
266,1,7.219725
266,2,10.189428
266,3,4.571062
266,4,9.418064
267,0,8.643200
267,1,7.248899
267,2,7.552142
267,3,5.828614
267,4,13.117428
268,0,13.196624
268,1,1.292177
268,2,6.055996
268,3,7.182316
268,4,10.511550
269,0,7.601791
269,1,4.614317
269,2,8.578466
269,3,1.274210
269,4,6.020051
270,0,13.282869
270,1,1.300941
270,2,10.159272
270,3,4.557025
270,4,7.655900
271,0,5.793783
271,1,13.189488
271,2,8.812082
271,3,4.627311
271,4,10.213937
272,0,10.169659
272,1,8.623914
272,2,6.039688
272,3,13.149518
272,4,5.849644
273,0,13.104596
273,1,7.532073
273,2,6.072170
273,3,8.687008
273,4,7.132102
274,0,1.308120
274,1,5.854873
274,2,7.561213
274,3,4.624414
274,4,13.114931
275,0,8.669414
275,1,9.393648
275,2,10.199938
275,3,1.301838
275,4,13.113849
276,0,4.603644
276,1,12.984571
276,2,5.772698
276,3,10.344842
276,4,8.716156
277,0,10.211626
277,1,7.661552
277,2,1.283018
277,3,7.214832
277,4,13.121560
278,0,10.261582
278,1,5.904749
278,2,7.158697
278,3,13.276005
278,4,1.314433
279,0,7.077231
279,1,6.191109
279,2,8.705248
279,3,7.584736
279,4,10.420769
280,0,9.434117
280,1,8.637151
280,2,5.728477
280,3,4.633240
280,4,7.133761
281,0,9.391255
281,1,1.304737
281,2,7.651344
281,3,8.543899
281,4,7.119067
282,0,12.983329
282,1,6.029613
282,2,5.788684
282,3,8.637403
282,4,4.726041
283,0,7.657414
283,1,10.168309
283,2,4.707153
283,3,5.995426
283,4,6.173442
284,0,7.601157
284,1,6.059283
284,2,8.578719
284,3,1.273802
284,4,9.385044
285,0,7.056453
285,1,6.212977
285,2,10.252096
285,3,4.653030
285,4,9.645868
286,0,12.965054
286,1,9.279311
286,2,8.588570
286,3,5.753764
286,4,4.599812
287,0,1.271039
287,1,7.551986
287,2,6.043955
287,3,5.720198
287,4,8.485654
288,0,7.570712
288,1,1.307278
288,2,8.602586
288,3,5.874439
288,4,4.587557
289,0,7.562057
289,1,8.463537
289,2,4.590101
289,3,9.464304
289,4,10.431610
290,0,10.244843
290,1,7.035031
290,2,7.624640
290,3,6.160770
290,4,13.151075
291,0,10.123061
291,1,7.008367
291,2,13.086020
291,3,5.982926
291,4,4.675603
292,0,8.609129
292,1,7.041859
292,2,5.826818
292,3,7.494705
292,4,1.270240
293,0,5.821821
293,1,6.044766
293,2,10.104682
293,3,9.430761
293,4,7.085423
294,0,13.189803
294,1,4.584373
294,2,8.539908
294,3,7.528280
294,4,6.122971
295,0,9.307349
295,1,13.107755
295,2,6.062174
295,3,10.216430
295,4,1.295906
296,0,7.218565
296,1,5.788691
296,2,13.347287
296,3,9.643276
296,4,6.019171
297,0,5.859302
297,1,13.073310
297,2,1.287236
297,3,7.780201
297,4,8.566198
298,0,13.165765
298,1,1.306695
298,2,10.185819
298,3,9.441217
298,4,8.604331
299,0,4.641730
299,1,13.146583
299,2,9.367995
299,3,7.163811
299,4,5.839509
300,0,7.091577
300,1,7.691021
300,2,8.570442
300,3,6.057415
300,4,10.256092
301,0,6.148690
301,1,5.847655
301,2,4.677579
301,3,9.422963
301,4,1.272944
302,0,9.473996
302,1,6.110041
302,2,7.075310
302,3,13.121821
302,4,1.304294
303,0,10.243977
303,1,8.579762
303,2,5.942146
303,3,13.073670
303,4,1.276995
304,0,1.282730
304,1,8.800939
304,2,13.050412
304,3,9.372452
304,4,10.259224
305,0,8.826893
305,1,5.825340
305,2,10.298511
305,3,7.325963
305,4,7.672431
306,0,13.154781
306,1,10.194127
306,2,4.700889
306,3,9.346944
306,4,8.610700
307,0,7.078010
307,1,6.199385
307,2,9.401610
307,3,10.241234
307,4,5.839942
308,0,13.100973
308,1,7.192458
308,2,8.716887
308,3,10.325866
308,4,5.841264
309,0,8.619009
309,1,9.520836
309,2,4.650831
309,3,5.864806
309,4,1.315308
