Round, Selected Clients
147, 6, 3, 0, 4, 1, 7, 5, 8
148, 0, 6, 1, 3, 2, 7, 9, 8
149, 1, 3, 7, 2, 0, 8, 6, 4
150, 4, 0, 1, 6, 9, 3, 5, 8
151, 9, 7, 8, 2, 6, 1, 5, 3
152, 2, 6, 7, 3, 5, 8, 1, 4
153, 1, 2, 4, 0, 6, 9, 3, 5
154, 6, 1, 8, 5, 9, 0, 2, 7
155, 4, 2, 5, 3, 1, 7, 6, 8
156, 8, 0, 2, 5, 6, 3, 4, 7
157, 3, 1, 4, 8, 6, 2, 0, 7
158, 9, 5, 4, 7, 0, 8, 3, 6
159, 9, 7, 1, 2, 4, 5, 6, 0
160, 9, 3, 2, 7, 5, 0, 8, 6
161, 9, 7, 5, 3, 8, 0, 6, 4
162, 7, 3, 2, 8, 6, 9, 5, 4
163, 3, 7, 9, 1, 4, 6, 5, 2
164, 3, 9, 2, 4, 5, 1, 8, 7
165, 0, 4, 6, 1, 2, 3, 8, 7
166, 8, 5, 2, 4, 0, 6, 7, 9
167, 4, 3, 8, 5, 2, 6, 0, 1
168, 2, 9, 4, 1, 6, 0, 8, 5
169, 5, 7, 4, 8, 9, 6, 2, 3
170, 4, 3, 2, 0, 8, 9, 6, 5
171, 1, 2, 9, 8, 6, 7, 4, 5
172, 6, 0, 1, 4, 7, 8, 5, 9
173, 5, 3, 9, 4, 1, 2, 0, 8
174, 7, 5, 2, 9, 1, 4, 8, 6
175, 1, 9, 7, 2, 3, 6, 0, 5
176, 1, 4, 2, 3, 0, 6, 5, 9
177, 8, 2, 0, 3, 9, 7, 5, 6
178, 2, 3, 8, 1, 7, 6, 0, 4
179, 5, 8, 7, 2, 1, 3, 9, 6
180, 4, 3, 6, 9, 0, 1, 2, 8
181, 3, 6, 0, 1, 8, 7, 5, 2
182, 0, 5, 3, 6, 7, 1, 2, 8
183, 3, 5, 2, 8, 4, 7, 9, 0
184, 0, 9, 7, 2, 5, 3, 6, 4
185, 9, 5, 3, 6, 8, 2, 7, 1
186, 0, 3, 7, 9, 6, 8, 4, 1
187, 3, 5, 0, 4, 9, 6, 8, 2
188, 0, 9, 3, 5, 1, 4, 6, 7
189, 0, 9, 6, 1, 8, 4, 5, 2
190, 3, 0, 5, 6, 9, 8, 1, 7
191, 3, 1, 6, 8, 4, 7, 9, 0
192, 8, 1, 5, 7, 4, 0, 6, 9
193, 5, 1, 8, 4, 0, 7, 2, 6
194, 8, 5, 0, 6, 2, 9, 1, 4
195, 5, 8, 9, 0, 2, 7, 1, 3
196, 2, 1, 9, 7, 6, 5, 3, 4
197, 9, 4, 0, 5, 8, 2, 7, 6
198, 9, 1, 8, 6, 0, 3, 4, 2
199, 0, 7, 2, 1, 8, 6, 5, 9
200, 3, 0, 7, 4, 1, 2, 9, 6
