Round,ClientIndex,ExecutionTimeSeconds
45,2,9.833367
45,3,16.561690
45,4,36.554812
46,0,19.791682
46,1,7.585258
46,2,3.810345
46,3,14.307891
46,4,28.790964
47,0,20.500236
47,1,29.399992
47,2,25.932899
47,3,16.770415
47,4,9.928888
48,0,31.744224
48,1,13.829692
48,2,6.980519
48,3,22.726684
48,4,19.288525
49,0,31.299695
49,1,38.005318
49,2,9.245211
49,3,5.793548
49,4,18.533314
50,0,31.775967
50,1,13.290531
50,2,3.977622
50,3,26.358985
50,4,22.923987
51,0,32.667871
51,1,7.028901
51,2,26.885864
51,3,14.193944
51,4,10.764533
52,0,21.234554
52,1,37.708301
52,2,33.963054
52,3,9.191439
52,4,15.830739
53,0,4.543115
53,1,9.948628
53,2,18.879217
53,3,32.341866
53,4,25.667706
54,0,12.697281
54,1,18.106963
54,2,21.836452
54,3,3.466346
54,4,27.621216
55,0,24.006917
55,1,35.200742
55,2,7.561016
55,3,20.274224
55,4,29.422951
56,0,34.369428
56,1,18.527869
56,2,13.116617
56,3,21.958658
56,4,27.713992
57,0,18.516385
57,1,14.783081
57,2,5.927140
57,3,27.731957
57,4,11.348576
58,0,28.152947
58,1,5.746756
58,2,31.577644
58,3,21.366852
58,4,14.705964
59,0,37.544551
59,1,22.953994
59,2,13.363253
59,3,31.788464
59,4,26.382542
60,0,15.990855
60,1,33.964763
60,2,9.332392
60,3,27.182615
60,4,21.404554
61,0,33.563670
61,1,29.825534
61,2,20.599564
61,3,15.182293
61,4,9.425679
62,0,25.049148
62,1,18.402952
62,2,28.773239
62,3,5.882571
62,4,12.649650
63,0,33.805251
63,1,13.016830
63,2,18.788009
63,3,28.379976
63,4,37.236877
64,0,32.968927
64,1,29.236275
64,2,19.988626
64,3,6.917289
64,4,16.531793
65,0,24.466625
65,1,5.980706
65,2,28.203814
65,3,40.887814
65,4,15.531731
66,0,16.237826
66,1,26.454373
66,2,39.140000
66,3,7.288395
66,4,23.025325
67,0,30.908910
67,1,16.574992
67,2,9.903885
67,3,25.510867
67,4,40.122500
68,0,22.138073
68,1,12.939615
68,2,31.077913
68,3,37.730311
68,4,43.501484
69,0,21.546437
69,1,30.760528
69,2,18.112737
69,3,6.958952
69,4,12.356103
70,0,3.657513
70,1,16.335504
70,2,32.483777
70,3,26.718874
70,4,22.985973
71,0,25.154747
71,1,15.946315
71,2,37.841304
71,3,9.154245
71,4,47.414945
72,0,31.507220
72,1,18.573604
72,2,25.740998
72,3,5.879443
72,4,22.009154
73,0,4.015074
73,1,31.706187
73,2,26.289451
73,3,22.548294
73,4,13.588989
74,0,20.063740
74,1,16.332946
74,2,25.485167
74,3,12.898980
74,4,31.267440
75,0,28.724352
75,1,21.932927
75,2,12.728809
75,3,35.375112
75,4,3.788864
76,0,9.954237
76,1,26.143653
76,2,15.742861
76,3,19.480847
76,4,31.551054
77,0,13.925103
77,1,17.664289
77,2,33.440012
77,3,26.649390
77,4,4.361440
78,0,7.526900
78,1,25.600661
78,2,11.249157
78,3,34.815881
78,4,16.650818
79,0,35.367175
79,1,16.294416
79,2,29.609046
79,3,20.032321
79,4,7.341699
80,0,22.010398
80,1,30.940517
80,2,6.115550
80,3,34.366050
80,4,12.779852
81,0,14.033438
81,1,23.547015
81,2,10.589076
81,3,17.773941
81,4,36.209021
82,0,21.531909
82,1,33.965655
82,2,27.311900
82,3,6.863190
82,4,16.102801
83,0,37.512660
83,1,5.598763
83,2,12.249664
83,3,31.762917
83,4,19.056844
84,0,23.566091
84,1,16.874021
84,2,27.311334
84,3,10.070579
84,4,30.751027
85,0,15.094425
85,1,33.503444
85,2,5.904843
85,3,23.927827
85,4,18.513805
86,0,30.793770
86,1,37.586888
86,2,18.111219
86,3,3.489879
86,4,12.702435
87,0,7.319875
87,1,12.739979
87,2,28.979555
87,3,19.403948
87,4,3.878741
88,0,30.612053
88,1,23.967908
88,2,3.826762
88,3,12.798767
88,4,18.203164
89,0,18.615024
89,1,12.849850
89,2,9.114697
89,3,34.723964
89,4,22.043612
90,0,13.435440
90,1,32.240405
90,2,22.634483
90,3,38.030490
90,4,9.703077
91,0,9.760111
91,1,34.573723
91,2,27.913225
91,3,18.962791
91,4,6.329053
92,0,9.520488
92,1,18.479440
92,2,28.025610
92,3,3.741114
92,4,34.797773
93,0,34.566009
93,1,24.511992
93,2,31.140417
93,3,9.800562
93,4,18.758575
94,0,3.846226
94,1,16.874446
94,2,31.473424
94,3,7.282835
94,4,26.072435
95,0,35.597641
95,1,19.761293
95,2,28.822369
95,3,6.949966
95,4,41.015723
96,0,7.334469
96,1,12.751696
96,2,16.474866
96,3,32.188449
96,4,23.242305
97,0,25.015136
97,1,19.613177
97,2,31.679267
97,3,40.881492
97,4,12.834084
98,0,34.912748
98,1,18.160943
98,2,9.212389
98,3,31.480898
98,4,21.901155
99,0,35.047814
99,1,15.685319
99,2,22.347249
99,3,6.464226
99,4,40.811033
100,0,36.271553
100,1,23.573739
100,2,16.907424
100,3,7.382702
100,4,13.167739
101,0,37.405873
101,1,25.202362
101,2,30.620498
101,3,12.802520
101,4,21.766279
102,0,18.599002
102,1,24.387322
102,2,8.999566
102,3,31.187133
102,4,3.590883
103,0,38.310048
103,1,13.514544
103,2,25.595348
103,3,10.084428
103,4,18.924525
104,0,28.828777
104,1,15.861058
104,2,6.916813
104,3,34.243193
104,4,25.093393
105,0,7.394998
105,1,11.128018
105,2,38.470794
105,3,20.378322
105,4,33.074956
106,0,14.117330
106,1,23.003474
106,2,19.552748
106,3,32.213550
106,4,4.514231
107,0,26.053612
107,1,9.627124
107,2,29.473563
107,3,13.355392
107,4,38.676780
108,0,31.245344
108,1,40.465377
108,2,12.718539
108,3,6.033689
108,4,22.307374
109,0,20.463584
109,1,25.859761
109,2,31.624058
109,3,11.258375
109,4,4.596053
110,0,31.993372
110,1,5.910255
110,2,12.696334
110,3,22.784722
110,4,19.353394
111,0,34.641117
111,1,27.872388
111,2,40.390311
111,3,15.173603
111,4,9.746466
112,0,32.190073
112,1,22.660894
112,2,10.037826
112,3,13.468387
112,4,6.294818
113,0,16.675093
113,1,3.718662
113,2,27.882590
113,3,7.446939
113,4,22.106031
114,0,19.352472
114,1,15.926280
114,2,12.205567
114,3,5.561620
114,4,28.584258
115,0,4.062253
115,1,25.679206
115,2,32.454985
115,3,42.027817
115,4,13.015520
116,0,9.824842
116,1,13.542172
116,2,28.494966
116,3,35.292185
116,4,23.084707
117,0,13.056804
117,1,3.853965
117,2,19.851666
117,3,29.368869
117,4,23.594581
118,0,41.262843
118,1,34.483166
118,2,27.814700
118,3,5.551110
118,4,18.234756
119,0,9.269185
119,1,18.409340
119,2,5.835974
119,3,14.672054
119,4,27.993510
120,0,22.559216
120,1,9.257769
120,2,41.000746
120,3,18.829069
120,4,35.245064
121,0,15.761123
121,1,6.926625
121,2,19.515447
121,3,12.329109
121,4,32.223696
122,0,4.934338
122,1,36.115269
122,2,23.430892
122,3,41.875655
122,4,13.860912
123,0,33.753317
123,1,19.037294
123,2,15.304219
123,3,27.983668
123,4,5.716571
124,0,3.903600
124,1,20.120505
124,2,13.481035
124,3,25.867507
124,4,35.055587
125,0,7.484907
125,1,12.901785
125,2,22.109499
125,3,3.750868
125,4,27.873318
126,0,13.026791
126,1,35.184476
126,2,18.796322
126,3,31.463066
126,4,3.772276
127,0,7.278711
127,1,35.335563
127,2,16.867610
127,3,22.642505
127,4,3.842733
128,0,24.313342
128,1,18.885406
128,2,9.656412
128,3,34.827116
128,4,31.099038
129,0,28.811749
129,1,25.376151
129,2,38.358889
129,3,12.807356
129,4,18.577123
130,0,28.530499
130,1,13.579899
130,2,6.792439
130,3,17.333349
130,4,22.757110
131,0,4.535715
131,1,38.486062
131,2,17.217505
131,3,23.880033
131,4,29.296965
132,0,6.239999
132,1,22.647661
132,2,28.052385
132,3,37.643750
132,4,18.919136
133,0,28.594863
133,1,32.343556
133,2,21.944964
133,3,16.545249
133,4,7.610149
134,0,37.539680
134,1,25.093586
134,2,12.725980
134,3,21.661352
134,4,31.764936
135,0,33.241214
135,1,27.830875
135,2,18.604167
135,3,5.946125
135,4,42.153925
136,0,30.613669
136,1,25.220441
136,2,6.767081
136,3,12.544654
136,4,37.396366
137,0,26.635801
137,1,30.063475
137,2,35.815841
137,3,13.968812
137,4,7.312145
138,0,7.302190
138,1,28.941447
138,2,42.245143
138,3,32.670956
138,4,19.996620
139,0,12.493808
139,1,5.801391
139,2,34.037121
139,3,21.449921
139,4,24.865780
140,0,16.498066
140,1,23.637422
140,2,19.925620
140,3,36.252455
140,4,9.703263
141,0,23.103329
141,1,32.658785
141,2,13.616710
141,3,19.379671
141,4,6.950826
142,0,10.117081
142,1,23.022694
142,2,32.578621
142,3,19.297938
142,4,13.548002
143,0,15.152040
143,1,32.314492
143,2,5.613370
143,3,21.920001
143,4,25.649210
144,0,3.944490
144,1,31.067039
144,2,27.626700
144,3,12.866441
144,4,22.184443
145,0,23.068859
145,1,37.420973
145,2,16.432440
145,3,28.474131
145,4,3.797514
146,0,21.876241
146,1,34.246572
146,2,8.964013
146,3,28.506405
146,4,12.682040
147,0,4.496096
147,1,29.042905
147,2,14.104327
147,3,23.292340
147,4,34.457353
148,0,31.332593
148,1,25.573463
148,2,16.344331
148,3,3.671428
148,4,40.251345
149,0,19.816382
149,1,26.395526
149,2,4.124195
149,3,10.907167
149,4,29.781012
150,0,32.696868
150,1,13.403927
150,2,17.099738
150,3,25.959170
150,4,36.118556
151,0,13.525244
151,1,22.418382
151,2,6.792466
151,3,35.053042
151,4,38.473782
152,0,25.702733
152,1,16.528425
152,2,9.898567
152,3,4.159578
152,4,35.199582
153,0,6.028274
153,1,20.576179
153,2,27.326967
153,3,11.393553
153,4,36.232416
154,0,15.250603
154,1,21.975107
154,2,34.252472
154,3,25.387596
154,4,9.863250
155,0,29.539572
155,1,7.511908
155,2,20.338199
155,3,14.628703
155,4,10.921231
156,0,38.167092
156,1,5.860195
156,2,12.604125
156,3,28.677121
156,4,25.275616
157,0,16.174639
157,1,3.631395
157,2,21.540764
157,3,7.311520
157,4,30.665790
158,0,27.379028
158,1,5.837304
158,2,14.762226
158,3,34.150467
158,4,18.196374
159,0,19.674845
159,1,12.895189
159,2,35.894305
159,3,44.813618
159,4,29.247103
160,0,35.362082
160,1,6.569267
160,2,16.627573
160,3,9.990418
160,4,25.805366
161,0,30.948565
161,1,36.723603
161,2,22.013567
161,3,43.379696
161,4,12.823930
162,0,13.629140
162,1,38.478408
162,2,19.017998
162,3,31.704881
162,4,4.093073
163,0,9.015660
163,1,19.064025
163,2,24.501687
163,3,15.634688
163,4,34.086166
164,0,25.560899
164,1,32.139579
164,2,41.310482
164,3,6.107442
164,4,18.790704
165,0,37.407673
165,1,5.782185
165,2,18.113199
165,3,30.693625
165,4,11.526313
166,0,28.480237
166,1,10.181129
166,2,15.585904
166,3,3.530594
166,4,24.764775
167,0,9.452142
167,1,30.527109
167,2,21.609683
167,3,16.215490
167,4,37.154081
168,0,28.094856
168,1,18.902680
168,2,9.835925
168,3,34.697741
168,4,13.536954
169,0,14.889160
169,1,5.512051
169,2,24.371314
169,3,11.192175
169,4,27.762101
170,0,3.400203
170,1,15.268089
170,2,8.726635
170,3,21.969081
170,4,34.557003
171,0,12.798458
171,1,37.711908
171,2,28.527359
171,3,41.127519
171,4,21.740268
172,0,24.672641
172,1,9.755594
172,2,15.532985
172,3,19.263859
172,4,33.572404
173,0,15.273538
173,1,38.165175
173,2,18.686055
173,3,25.462724
173,4,5.805368
174,0,24.663069
174,1,9.694273
174,2,46.249462
174,3,15.474683
174,4,37.338968
175,0,20.079973
175,1,3.859697
175,2,36.173052
175,3,13.423596
175,4,23.513747
176,0,8.068302
176,1,14.862080
176,2,36.383118
176,3,4.642488
176,4,23.796062
177,0,24.463451
177,1,9.246614
177,2,18.745057
177,3,27.886385
177,4,3.889754
178,0,43.804308
178,1,15.103806
178,2,27.739263
178,3,34.331653
178,4,5.958525
179,0,44.776797
179,1,35.608357
179,2,26.742366
179,3,13.782993
179,4,17.221976
180,0,5.649439
180,1,21.808570
180,2,38.199826
180,3,15.185673
180,4,34.467828
181,0,9.869098
181,1,28.044256
181,2,18.824141
181,3,4.111786
181,4,40.732347
182,0,38.643189
182,1,10.336059
182,2,29.715688
182,3,22.974022
182,4,6.646435
183,0,15.053166
183,1,34.696287
183,2,9.295909
183,3,24.265701
183,4,27.979092
184,0,16.981028
184,1,20.714340
184,2,29.930330
184,3,10.348079
184,4,3.580698
185,0,16.714146
185,1,29.348228
185,2,6.490732
185,3,20.430462
185,4,13.284895
186,0,30.256325
186,1,9.145253
186,2,21.130888
186,3,39.708510
186,4,14.508839
187,0,18.508030
187,1,34.082406
187,2,12.734782
187,3,28.699312
187,4,21.938485
188,0,21.948710
188,1,25.379476
188,2,16.517412
188,3,34.256268
188,4,3.799015
189,0,15.872657
189,1,6.726676
189,2,34.350765
189,3,38.056150
189,4,24.805861
190,0,29.941278
190,1,24.537674
190,2,5.759200
190,3,14.949205
190,4,36.697339
191,0,35.305087
191,1,44.902276
191,2,6.672068
191,3,26.098311
191,4,19.321417
192,0,34.412581
192,1,28.624205
192,2,15.552289
192,3,19.041034
192,4,6.312375
193,0,5.521523
193,1,39.948005
193,2,36.217428
193,3,27.007473
193,4,18.158659
194,0,24.937439
194,1,18.279882
194,2,34.122530
194,3,12.891837
194,4,9.193725
195,0,3.908700
195,1,24.941397
195,2,19.571927
195,3,16.177592
195,4,9.609109
196,0,14.898935
196,1,22.036156
196,2,5.736910
196,3,27.439175
196,4,18.615556
197,0,28.795252
197,1,7.283678
197,2,16.173394
197,3,38.333156
197,4,41.757142
198,0,28.770051
198,1,19.648706
198,2,6.984433
198,3,38.312152
198,4,25.058337
199,0,34.416908
199,1,14.793600
199,2,24.895547
199,3,21.504910
199,4,5.924139
200,0,12.969162
200,1,3.468965
200,2,18.375143
200,3,27.279799
200,4,7.201235
201,0,5.426766
201,1,19.254858
201,2,31.906981
201,3,8.827618
201,4,12.524130
202,0,31.761552
202,1,22.213310
202,2,13.021126
202,3,35.182560
202,4,4.090717
203,0,9.041152
203,1,25.289199
203,2,28.713861
203,3,21.563778
203,4,14.793954
204,0,36.896786
204,1,21.752417
204,2,18.073762
204,3,31.196113
204,4,5.527000
205,0,7.130490
205,1,37.801866
205,2,10.543055
205,3,28.601876
205,4,15.949253
206,0,39.899580
206,1,12.850285
206,2,18.231266
206,3,3.935372
206,4,30.795953
207,0,18.762559
207,1,22.167841
207,2,9.624951
207,3,34.272729
207,4,28.903194
208,0,25.793664
208,1,29.519217
208,2,7.430185
208,3,16.917348
208,4,32.949091
209,0,13.652988
209,1,19.047836
209,2,41.233987
209,3,9.924650
209,4,31.695365
210,0,29.368667
210,1,16.721373
210,2,32.786871
210,3,20.442985
210,4,10.073381
211,0,25.198768
211,1,19.484196
211,2,16.082072
211,3,10.674541
211,4,3.909156
212,0,25.318157
212,1,21.893640
212,2,35.822260
212,3,9.259012
212,4,29.042716
213,0,22.580492
213,1,6.300603
213,2,29.666529
213,3,26.266997
213,4,15.854746
214,0,22.050595
214,1,9.484313
214,2,37.839438
214,3,34.447531
214,4,28.758093
215,0,9.513515
215,1,18.624030
215,2,25.225622
215,3,30.588266
215,4,36.352269
216,0,24.570130
216,1,33.464055
216,2,5.941193
216,3,15.451400
216,4,18.849596
217,0,28.616638
217,1,14.960032
217,2,22.032138
217,3,18.641265
217,4,9.269901
218,0,13.133378
218,1,21.978520
218,2,34.815313
218,3,31.429818
218,4,9.441497
219,0,10.213142
219,1,23.076505
219,2,3.610331
219,3,13.920291
219,4,32.609922
220,0,33.625153
220,1,26.917084
220,2,39.321540
220,3,18.059372
220,4,5.534142
221,0,5.827468
221,1,24.761492
221,2,37.314223
221,3,18.062494
221,4,14.663632
222,0,11.162466
222,1,7.481305
222,2,39.146656
222,3,17.741842
222,4,26.617613
223,0,44.043224
223,1,31.410610
223,2,9.291003
223,3,12.977660
223,4,21.864974
224,0,43.189996
224,1,24.763352
224,2,12.166981
224,3,34.291063
224,4,5.419227
225,0,30.490605
225,1,26.795683
225,2,15.768929
225,3,21.103879
225,4,6.930743
226,0,23.209914
226,1,32.321498
226,2,37.704088
226,3,10.627767
226,4,4.028310
227,0,3.809557
227,1,25.293456
227,2,10.550700
227,3,19.619699
227,4,15.935518
228,0,6.793879
228,1,19.157140
228,2,35.515000
228,3,31.797134
228,4,13.414466
229,0,39.814246
229,1,36.126797
229,2,9.118377
229,3,14.488949
229,4,27.028463
230,0,24.861406
230,1,15.861833
230,2,9.164936
230,3,34.303107
230,4,21.195014
231,0,22.927669
231,1,19.243133
231,2,9.135138
231,3,15.856777
231,4,35.537311
232,0,37.809645
232,1,9.283208
232,2,32.105711
232,3,19.463650
232,4,12.705914
233,0,8.899873
233,1,36.354126
233,2,21.479007
233,3,12.321875
233,4,30.987472
234,0,28.806246
234,1,38.257661
234,2,6.914588
234,3,10.595761
234,4,16.277599
235,0,24.828740
235,1,18.238187
235,2,8.881370
235,3,37.378799
235,4,14.560519
236,0,38.513581
236,1,22.299755
236,2,4.527414
236,3,29.039189
236,4,9.843967
237,0,23.513614
237,1,33.655854
237,2,10.895870
237,3,7.196996
237,4,26.929031
238,0,19.468508
238,1,28.370450
238,2,6.136884
238,3,37.500098
238,4,12.843193
239,0,18.756653
239,1,6.361503
239,2,27.932594
239,3,12.115186
239,4,31.361799
240,0,27.450988
240,1,30.823735
240,2,18.362907
240,3,9.537643
240,4,43.297204
241,0,16.763710
241,1,26.846407
241,2,20.163251
241,3,4.257471
241,4,9.972860
242,0,46.617480
242,1,34.152533
242,2,25.056752
242,3,6.760500
242,4,16.216688
243,0,9.741709
243,1,4.016258
243,2,21.895983
243,3,30.745306
243,4,16.502750
244,0,32.392647
244,1,14.564520
244,2,27.062975
244,3,8.882260
244,4,41.793453
245,0,20.467328
245,1,14.771558
245,2,27.030750
245,3,9.436541
245,4,30.421782
246,0,25.707381
246,1,16.618914
246,2,34.519078
246,3,9.852961
246,4,22.320820
247,0,16.512371
247,1,41.621936
247,2,23.108330
247,3,32.550336
247,4,9.768235
248,0,41.902478
248,1,15.240142
248,2,20.586944
248,3,29.393236
248,4,5.773634
249,0,37.888811
249,1,22.279125
249,2,27.964005
249,3,34.517149
249,4,12.810338
250,0,36.966264
250,1,18.467186
250,2,21.854024
250,3,31.279390
250,4,9.660101
251,0,39.895381
251,1,5.756125
251,2,18.302802
251,3,34.147927
251,4,27.395369
252,0,47.253132
252,1,34.609465
252,2,9.641854
252,3,27.830185
252,4,18.879615
253,0,38.306404
253,1,18.722805
253,2,25.381062
253,3,29.107365
253,4,6.023619
254,0,27.527810
254,1,5.636071
254,2,37.913043
254,3,34.176547
254,4,18.319954
255,0,31.425216
255,1,27.688663
255,2,7.314578
255,3,16.520541
255,4,22.285972
256,0,5.482290
256,1,30.289834
256,2,37.071402
256,3,14.433393
256,4,21.093515
257,0,13.524110
257,1,20.313920
257,2,9.792837
257,3,32.993507
257,4,41.916475
258,0,19.580681
258,1,41.801962
258,2,29.133821
258,3,7.217816
258,4,16.147813
259,0,37.948108
259,1,25.350959
259,2,12.970622
259,3,28.761800
259,4,18.724374
260,0,20.073909
260,1,29.011781
260,2,32.444441
260,3,7.400187
260,4,38.194838
261,0,15.475966
261,1,9.718481
261,2,22.245822
261,3,25.671467
261,4,34.589625
262,0,39.000751
262,1,17.099685
262,2,13.356802
262,3,7.592672
262,4,26.324306
263,0,39.624356
263,1,19.631877
263,2,29.216402
263,3,6.956516
263,4,35.885268
264,0,3.863271
264,1,34.562346
264,2,19.578748
264,3,12.798777
264,4,28.795089
265,0,12.882474
265,1,3.672642
265,2,32.216714
265,3,25.561604
265,4,16.612951
266,0,14.995765
266,1,30.858001
266,2,9.225422
266,3,24.193419
266,4,40.456126
267,0,44.090903
267,1,22.541703
267,2,31.438705
267,3,3.833828
267,4,13.360053
268,0,28.774060
268,1,12.874422
268,2,38.836727
268,3,35.414027
268,4,22.015063
269,0,22.513776
269,1,29.267312
269,2,3.813312
269,3,13.349385
269,4,32.682262
270,0,7.152484
270,1,12.828722
270,2,19.567939
270,3,28.311558
270,4,22.953427
271,0,3.534249
271,1,18.445315
271,2,9.277488
271,3,31.033310
271,4,37.760655
272,0,6.672452
272,1,18.863618
272,2,12.088233
272,3,31.516237
272,4,27.789030
273,0,9.208821
273,1,46.889445
273,2,28.454784
273,3,21.838353
273,4,37.952648
274,0,22.549871
274,1,31.354744
274,2,27.938565
274,3,13.125448
274,4,16.833967
275,0,28.016228
275,1,33.340063
275,2,36.720445
275,3,15.544713
275,4,8.990106
276,0,12.333529
276,1,27.131871
276,2,6.644563
276,3,30.814432
276,4,17.678453
277,0,27.259428
277,1,36.442351
277,2,18.355670
277,3,6.269919
277,4,12.999856
278,0,13.646398
278,1,28.544436
278,2,9.911468
278,3,41.004355
278,4,23.200946
279,0,12.684070
279,1,19.261246
279,2,3.755154
279,3,25.956131
279,4,35.075520
280,0,24.915275
280,1,28.311727
280,2,15.788656
280,3,34.883039
280,4,6.260643
281,0,18.470219
281,1,14.782018
281,2,25.020009
281,3,30.716710
281,4,9.412269
282,0,30.305083
282,1,19.265779
282,2,36.995462
282,3,24.963526
282,4,12.683123
283,0,33.971774
283,1,21.440716
283,2,5.684012
283,3,42.857160
283,4,12.311621
284,0,15.609766
284,1,40.227531
284,2,22.297754
284,3,9.042932
284,4,34.885620
285,0,25.005279
285,1,21.299513
285,2,5.902758
285,3,14.720195
285,4,31.736994
286,0,12.583367
286,1,23.613302
286,2,18.253455
286,3,27.008256
286,4,33.602909
287,0,12.488211
287,1,19.606200
287,2,15.885007
287,3,5.747406
287,4,32.227065
288,0,21.859596
288,1,15.145532
288,2,34.404232
288,3,6.295374
288,4,11.733382
289,0,9.903965
289,1,28.818565
289,2,22.216383
289,3,34.552274
289,4,13.322063
290,0,31.476749
290,1,22.573471
290,2,34.870729
290,3,41.572182
290,4,10.001569
291,0,8.986196
291,1,34.956504
291,2,18.026465
291,3,24.580420
291,4,31.259059
292,0,10.278022
292,1,19.318236
292,2,28.117552
292,3,40.608970
292,4,13.657372
293,0,30.309284
293,1,24.651484
293,2,5.510397
293,3,14.346322
293,4,18.012124
294,0,5.756812
294,1,34.618316
294,2,9.467177
294,3,25.190060
294,4,16.058739
295,0,10.337330
295,1,19.452387
295,2,6.628721
295,3,32.328166
295,4,22.837743
296,0,23.028489
296,1,34.173029
296,2,28.430350
296,3,9.608597
296,4,16.259826
297,0,3.808029
297,1,32.727963
297,2,12.996114
297,3,19.749010
297,4,23.163660
298,0,22.182207
298,1,37.807375
298,2,28.954601
298,3,9.518362
298,4,6.086492
299,0,18.069601
299,1,9.229769
299,2,14.643430
299,3,40.368883
299,4,30.766712
300,0,17.817638
300,1,3.453284
300,2,12.404835
300,3,24.479732
300,4,34.060716
301,0,31.678346
301,1,9.394298
301,2,3.624918
301,3,22.088427
301,4,40.647917
302,0,27.501760
302,1,9.660873
302,2,15.425718
302,3,22.073619
302,4,40.253750
303,0,37.759905
303,1,6.680437
303,2,34.030274
303,3,28.613566
303,4,19.387511
304,0,39.051083
304,1,26.638271
304,2,35.606309
304,3,13.921502
304,4,4.679852
305,0,3.829204
305,1,20.247741
305,2,36.225596
305,3,16.522480
305,4,27.015667
306,0,35.077782
306,1,22.347438
306,2,13.128569
306,3,26.091646
306,4,44.680241
307,0,6.748361
307,1,10.182836
307,2,13.923714
307,3,23.177765
307,4,28.600854
308,0,24.937044
308,1,34.086668
308,2,30.358220
308,3,15.966995
308,4,6.737538
309,0,40.533635
309,1,22.019118
309,2,3.805638
309,3,13.021811
309,4,27.807980
