Round,DurationSeconds
198,39.379261
199,35.481858
200,28.343079
201,32.978067
202,36.253327
203,29.787575
204,37.957971
205,38.876933
206,40.966681
207,35.334848
208,34.023541
209,42.304770
210,33.860615
211,26.261111
212,36.893181
213,30.727943
214,38.895845
215,37.425360
216,34.531845
217,29.683650
218,35.875992
219,33.680608
220,40.382796
221,38.381420
222,40.213656
223,45.115130
224,44.260914
225,31.560833
226,38.773956
227,26.354918
228,36.588796
229,40.875639
230,35.360330
231,36.608912
232,38.874795
233,37.416873
234,39.319651
235,38.441831
236,39.575555
237,34.722427
238,38.564881
239,32.436518
240,44.353924
241,27.907347
242,47.672353
243,31.801137
244,42.847830
245,31.493717
246,35.581091
247,42.685858
248,42.966695
249,38.946997
250,38.026618
251,40.963543
252,48.324004
253,39.386072
254,38.990051
255,32.499870
256,38.146975
257,42.989641
258,42.876931
259,39.018197
260,39.269007
261,35.661067
262,40.076537
263,40.696814
264,35.639109
265,33.294958
266,41.532915
267,45.162496
268,39.906440
269,33.751761
270,29.379957
271,38.830705
272,32.583871
273,47.958964
274,32.421431
275,37.782890
276,31.875244
277,37.506124
278,42.067831
279,36.142038
280,35.949422
281,31.786161
282,38.055465
283,43.936327
284,41.286777
285,32.796693
286,34.674699
287,33.297680
288,35.465440
289,35.620243
290,42.633643
291,36.027330
292,41.668136
293,31.363633
294,35.676909
295,33.397562
296,35.241345
297,33.802562
298,38.863709
299,41.450133
300,35.136499
301,41.727432
302,41.330796
303,38.836119
304,40.129154
305,37.298216
306,45.758616
307,29.675465
308,35.160636
309,41.610667
310,35.977327
311,35.056848
312,43.408594
313,33.513453
314,45.798029
315,47.761158
316,39.019539
317,35.603096
318,42.439166
319,43.703341
320,34.303593
321,40.812951
322,38.234011
323,38.190071
324,42.910248
325,43.176798
326,38.311891
327,30.054591
328,43.335872
329,36.184950
330,37.320045
331,30.344929
332,39.316332
333,38.092353
334,36.031782
335,38.944598
336,35.264495
337,33.802283
338,37.562530
339,34.979445
340,30.411816
341,39.199011
342,36.636980
343,29.456245
344,38.658073
345,39.935275
346,34.193810
347,42.414292
348,29.829303
349,41.128222
350,41.839811
351,32.254714
352,41.348423
353,44.296695
354,41.414292
355,31.738123
356,32.276250
357,39.347921
358,40.775862
359,32.314140
360,36.490473
361,42.603037
362,31.968838
363,39.047615
364,41.276906
365,37.127037
366,36.164836
367,40.233689
368,38.994834
369,44.457194
370,35.456325
371,48.261588
372,39.657699
373,42.585020
374,38.976561
375,40.445241
376,37.379593
377,39.304027
378,42.398688
379,35.360778
380,26.864009
381,40.444266
382,38.648488
383,41.358480
384,36.858660
385,42.442378
386,28.353403
387,32.230133
388,35.579010
389,35.090499
390,38.566661
391,35.640450
392,44.424413
393,31.928322
394,32.891016
395,28.001431
396,31.964038
397,34.883897
398,34.153090
399,33.279833
400,38.344954
401,29.274357
402,31.606803
403,31.441236
404,35.895812
405,31.190252
406,31.082502
407,38.696638
408,41.364273
409,39.172428
410,35.325643
411,40.204879
412,39.261928
413,34.868509
414,36.442054
415,45.240479
416,40.854978
417,43.108491
418,33.470112
419,44.624596
420,45.774171
421,35.794909
422,41.368850
423,37.711677
424,39.699973
425,32.867733
426,44.972668
427,33.249904
428,44.947970
429,32.440638
430,38.556923
431,38.481596
432,36.328524
433,36.139097
434,42.363120
435,46.976086
436,45.064606
437,29.134553
438,41.873135
439,32.943723
440,36.507858
441,38.831238
442,35.084899
443,34.264725
444,35.154895
445,31.915093
446,34.108340
447,35.213527
448,40.882880
449,34.545981
450,33.602472
451,32.884790
452,42.239211
453,40.949349
454,37.847240
455,39.932882
456,40.607453
457,31.633501
458,40.825318
459,35.738760
460,45.187262
461,47.683157
462,28.311437
463,45.667339
464,38.740142
465,45.874287
466,42.858655
467,42.128846
468,37.893977
469,35.925220
470,40.324291
471,38.527994
472,35.436952
473,45.546378
474,41.368496
475,41.158863
476,33.395430
477,41.784912
478,37.982470
479,38.748503
480,34.654732
481,30.515176
482,28.779807
483,39.510791
484,38.415212
485,37.028666
486,36.291170
487,31.466415
488,31.760556
489,34.910154
490,34.408170
491,34.448601
492,31.911255
493,38.850407
494,42.745328
495,40.382670
496,40.748929
497,38.243033
498,40.483278
499,37.706403
500,29.886297
501,31.783269
502,30.460593
503,44.045632
504,35.738481
505,37.865449
506,34.995035
507,41.081211
508,41.619273
509,38.942229
510,28.034805
511,37.031853
512,32.566883
513,32.693572
514,33.380884
515,42.248909
516,32.908850
517,39.409157
518,29.122602
519,37.638611
520,39.695062
521,38.162807
522,32.440226
523,31.815178
524,30.751323
525,46.457298
526,41.714857
527,35.414347
528,32.957900
529,33.878773
530,36.310674
531,39.454287
532,32.074660
533,40.465133
534,42.568429
535,32.512270
536,38.221330
537,40.428854
538,32.546295
539,37.736450
540,35.443182
541,31.594459
542,40.273119
543,28.916478
544,36.173935
545,34.515218
546,52.825130
547,46.201285
548,36.422923
549,31.236095
550,41.798231
551,43.931829
552,41.332177
553,45.087028
554,32.644924
555,42.382343
556,41.350012
557,43.325708
558,44.336656
559,37.590092
560,34.959872
561,34.023414
562,36.822314
563,32.549625
564,36.658198
565,37.815710
566,39.524388
567,33.196487
568,34.723579
569,33.054911
570,45.014399
571,29.817507
572,39.165922
573,35.845205
574,43.158705
575,37.816818
576,33.498308
577,32.830945
578,33.029156
579,42.893390
580,33.302519
581,29.911878
582,39.976884
583,32.591565
584,29.279178
585,29.691293
586,38.472695
587,36.343116
588,43.981639
589,39.456141
590,30.450785
591,37.504438
592,30.112612
593,33.592151
594,37.392535
595,32.725414
596,33.349741
597,42.725704
598,42.177630
599,41.386071
600,35.974254
601,41.763473
602,39.729139
603,36.150787
604,41.716422
605,45.600477
606,41.587805
607,35.471084
608,41.845721
609,38.065731
610,29.366322
611,30.006147
612,36.073189
613,40.973289
614,34.598591
615,38.208602
616,31.312436
617,38.811362
618,44.432290
619,38.238369
620,33.064342
621,29.059077
622,33.381515
623,29.539166
624,37.456403
625,39.816620
626,38.698467
627,36.473487
628,40.446438
629,36.671060
630,41.464253
631,33.415523
632,29.459715
633,33.344310
634,32.207323
635,36.109075
636,37.068909
637,29.175557
638,38.485705
639,40.933641
640,33.339137
641,41.489086
642,38.433752
643,38.849489
644,43.967158
645,28.907952
646,38.246083
647,38.841419
648,30.761215
649,38.357292
650,38.614913
651,35.613013
652,36.575319
653,39.121110
654,38.698552
655,34.373406
656,42.969469
657,32.130458
658,30.854162
659,35.438302
660,31.285414
661,29.907714
662,38.128102
663,44.006072
664,35.548153
665,34.667331
666,47.879700
667,29.403009
668,32.960407
669,44.740619
670,39.360367
671,38.019826
672,29.160884
673,32.438627
674,29.378114
675,36.257186
676,34.362318
677,36.356077
678,32.241470
679,38.386060
680,32.735927
681,39.338727
682,30.271792
683,35.757261
684,36.215221
685,32.392930
686,45.912332
687,34.160319
688,36.637377
689,40.973137
690,36.094548
691,35.060687
692,40.117078
693,37.628275
694,45.852197
695,31.108018
696,37.049889
697,29.725192
698,32.231700
699,30.284380
700,42.581694
701,32.940167
702,36.898618
703,33.850479
704,32.957794
705,39.425577
706,38.029191
707,43.180171
708,40.714341
709,39.535304
710,40.437542
711,38.791558
712,32.016425
713,41.694410
714,43.162728
715,38.937306
716,32.521190
717,34.075637
718,35.835266
719,30.743551
720,41.959077
721,42.047359
722,36.302082
723,27.644784
724,30.744797
725,39.699129
726,42.087162
727,42.027933
728,38.838157
729,35.717905
730,34.340716
731,35.940094
732,29.839670
733,36.350138
734,32.675205
735,36.932397
736,33.267952
737,32.344941
738,41.629566
739,35.983936
740,30.786354
741,34.679081
742,45.305341
743,33.981443
744,38.392223
745,38.440687
746,38.940127
747,34.675966
748,32.440175
749,38.663040
750,29.343287
751,39.255177
752,29.874752
753,42.396234
754,42.161491
755,30.798822
756,36.679982
757,38.872548
758,44.681381
759,34.109527
760,36.514697
761,37.448637
762,28.890083
763,32.744571
764,35.380312
765,32.886930
766,36.955369
767,45.477243
768,45.933915
769,41.858511
770,33.176327
771,38.924555
772,42.624500
773,37.977777
774,38.094813
775,39.379471
776,33.413393
777,37.972731
778,35.421895
779,35.485019
780,29.826362
781,31.815000
782,36.008006
783,39.846290
784,40.705069
785,35.476776
786,41.412960
787,40.292187
788,38.620125
789,30.089031
790,41.150383
791,38.557733
792,45.732806
793,30.954230
794,37.777425
795,35.432709
796,38.171079
797,32.973790
798,45.803590
799,43.932488
800,45.489357
801,36.493253
802,36.812101
803,38.437295
804,35.956859
805,44.556319
806,45.271570
807,35.744873
808,45.161232
809,35.581061
810,38.810985
811,40.033967
812,31.945198
813,34.298433
814,39.479976
815,33.496518
816,33.084995
817,41.304271
818,37.873456
819,45.331602
820,38.229352
821,41.697813
822,36.448768
823,30.094436
824,36.676379
825,37.366367
826,41.295084
827,36.286894
828,42.913794
829,33.392174
830,39.017674
831,35.361409
832,33.904223
833,37.063914
834,32.258621
835,40.820848
836,48.571889
837,43.453671
838,44.044506
839,35.880196
840,39.984875
841,46.412397
842,33.447886
843,36.516104
844,41.007661
845,39.037666
846,42.391446
847,46.335180
848,43.009108
849,45.436355
850,39.075379
851,38.746515
852,38.580470
853,45.446699
854,38.592960
855,32.197738
856,42.465247
857,32.590007
858,37.449286
859,45.063422
860,38.279441
861,39.257929
862,43.032210
863,42.205374
864,33.078360
865,33.777223
866,36.032558
867,33.429926
868,36.150102
869,39.653943
870,32.571543
871,30.954769
872,30.044360
873,41.037549
874,39.069716
875,34.192644
876,31.824950
877,36.922356
878,34.793046
879,38.421630
880,41.296291
881,39.319798
882,40.980941
883,35.718168
884,41.678241
885,33.579555
886,40.058915
887,39.462102
888,40.617234
889,43.151108
890,39.849343
891,40.576668
892,32.492632
893,41.139567
894,41.307766
895,31.513844
896,36.845345
897,35.536885
898,34.455307
899,35.379006
900,37.999184
901,37.195531
902,34.212314
903,39.761973
904,38.453073
905,37.581152
906,26.705575
907,40.521152
908,34.340642
909,34.127961
910,32.755306
911,42.490844
912,42.752277
913,42.657885
914,36.382371
915,37.001016
916,39.813400
917,30.714139
918,42.112640
919,39.455231
920,26.727444
921,29.120475
922,31.728185
923,35.473125
924,42.519671
925,42.087717
926,38.302841
927,47.346424
928,42.188110
929,38.610552
930,38.782668
931,29.817164
932,32.093909
933,41.944678
934,40.738791
935,42.668792
936,32.028274
937,32.402570
938,30.646198
939,38.938797
940,43.878223
941,34.817130
942,39.826569
943,39.713652
944,30.277981
945,27.647747
946,35.481771
947,42.195598
948,35.209296
949,35.290533
950,38.959540
951,33.561469
952,44.593843
953,35.367730
954,38.539298
955,31.861695
956,30.097097
957,32.956964
958,39.477812
959,31.387554
960,44.567508
961,36.510782
962,36.673578
963,40.900799
964,34.166862
965,46.885777
966,32.582683
967,36.415034
968,44.846016
969,39.212217
970,39.390695
971,36.459789
972,40.577131
973,40.117544
974,39.409983
975,31.900313
976,39.364622
977,36.751340
978,38.933566
979,33.256200
980,36.190523
981,33.048308
982,36.578637
983,40.204400
984,35.309731
985,38.660789
986,38.413019
987,34.880223
988,35.184419
989,32.404161
990,41.895223
991,37.437969
992,37.337602
993,36.231863
994,39.178211
995,46.315409
996,34.814993
997,43.789619
998,36.716483
999,31.723431
