Round,SelectedClients
506,5 7 3 8 9
507,6 9 1 2 3
508,2 6 4 5 8
509,3 6 7 9 8
510,9 5 1 3 0
511,1 5 6 4 9
512,4 6 8 0 5
513,9 4 7 3 0
514,3 8 7 0 6
515,4 6 2 9 0
516,0 8 1 6 4
517,1 2 6 3 8
518,8 0 1 3 9
519,1 9 3 2 5
520,8 2 9 0 4
521,7 0 5 8 2
522,3 6 0 9 1
523,2 1 0 3 5
524,3 1 8 0 9
525,6 5 7 9 2
526,6 4 8 2 5
527,6 2 0 5 3
528,7 4 9 3 0
529,7 0 3 9 4
530,3 6 2 0 5
531,3 9 7 6 4
532,1 9 0 3 7
533,7 9 0 2 1
534,6 7 4 2 3
535,4 9 8 3 5
536,0 9 2 1 4
537,5 7 4 2 1
538,5 6 0 7 3
539,5 1 3 2 6
540,0 3 7 9 6
541,9 8 3 5 1
542,6 4 2 8 0
543,4 1 0 8 5
544,0 1 4 6 7
545,1 0 9 8 4
546,6 9 8 7 2
547,6 9 3 2 8
548,8 0 6 3 9
549,8 0 5 9 3
550,8 1 0 6 2
551,0 2 9 7 5
552,2 6 3 5 1
553,1 7 0 6 2
554,4 6 3 0 5
555,8 3 6 2 5
556,5 7 9 6 3
557,0 2 4 8 7
558,5 7 8 1 2
559,2 0 5 4 1
560,5 4 7 1 8
561,0 5 4 6 8
562,4 6 7 0 8
563,6 5 0 7 3
564,1 4 6 3 9
565,0 9 2 1 5
566,1 6 8 4 7
567,1 0 4 9 8
568,3 7 5 1 9
569,8 0 4 5 9
570,9 7 4 1 2
571,3 0 8 5 9
572,2 7 8 5 0
573,3 9 1 7 8
574,8 2 6 0 9
575,1 6 9 4 5
576,3 0 8 2 5
577,6 4 5 3 1
578,5 2 8 0 3
579,2 6 8 4 5
580,0 8 5 6 4
581,3 7 0 1 5
582,7 9 6 4 3
583,3 9 6 0 5
584,5 3 6 0 1
585,8 4 1 5 3
586,7 5 3 6 9
587,0 7 9 1 4
588,6 7 1 5 2
589,6 8 1 9 4
590,0 4 5 7 3
591,2 1 8 0 4
592,5 3 4 7 0
593,5 2 0 4 3
594,7 3 2 0 8
595,0 6 5 9 3
596,0 7 6 1 3
597,9 6 2 0 4
598,9 2 0 7 8
599,5 6 8 2 1
600,3 6 0 1 2
601,4 7 2 8 1
602,7 1 4 3 2
603,9 4 8 6 0
604,4 2 8 7 1
605,6 9 4 8 2
606,5 4 1 6 2
607,4 9 1 6 3
608,8 2 5 4 6
609,5 2 0 7 1
610,8 9 0 3 1
611,9 0 3 1 4
612,4 5 2 3 1
613,8 2 9 4 5
614,8 1 7 5 4
615,8 0 9 2 1
616,4 0 1 5 7
617,9 6 4 8 1
618,2 0 7 6 9
619,7 5 2 4 0
620,4 3 5 8 6
621,8 0 9 3 5
622,0 5 1 9 7
623,8 7 3 5 0
624,4 9 6 1 5
625,7 2 0 3 6
626,4 2 1 5 8
627,4 3 8 6 9
628,1 5 4 7 2
629,4 7 9 5 1
630,4 7 6 1 9
631,7 8 3 6 0
632,3 0 5 6 8
633,4 7 5 3 8
634,8 1 9 0 4
635,3 2 0 4 9
636,7 4 6 8 0
637,1 4 3 8 5
638,2 8 0 5 6
639,5 2 0 6 7
640,9 1 5 7 0
641,4 2 7 8 1
642,9 0 2 8 1
643,9 7 6 3 8
644,6 5 8 7 2
645,1 4 0 5 8
646,2 9 8 0 1
647,3 4 7 9 6
648,4 3 0 8 6
649,0 7 8 1 2
650,7 9 3 2 0
651,0 1 9 8 6
652,6 2 1 0 3
653,9 3 7 0 2
654,4 3 5 6 2
655,8 1 4 5 7
656,7 2 4 3 6
657,8 1 9 5 3
658,1 4 0 6 3
659,1 4 9 6 0
660,0 1 5 7 4
661,6 4 3 5 0
662,1 7 6 5 4
663,5 8 6 7 2
664,4 3 1 6 9
665,9 0 2 5 3
666,9 7 4 2 6
667,3 8 7 0 1
668,9 0 7 3 4
669,4 1 2 6 9
670,3 1 2 9 8
671,2 8 7 0 5
672,9 4 3 0 1
673,5 9 4 3 8
674,0 3 9 1 8
675,7 0 4 6 8
676,5 9 4 0 7
677,8 4 0 6 9
678,4 5 8 0 9
679,6 5 8 7 1
680,3 5 7 4 1
681,3 9 8 5 2
682,5 8 4 1 0
683,5 9 8 0 6
684,0 6 8 1 7
685,9 3 0 7 5
686,6 2 0 7 9
687,1 6 8 0 4
688,2 5 1 8 3
689,9 2 0 8 4
690,1 8 3 9 7
691,1 8 3 4 6
692,5 4 6 8 9
693,3 9 8 6 4
694,2 8 1 7 6
695,1 0 4 3 6
696,5 6 0 2 3
697,1 0 8 4 5
698,5 4 7 1 0
699,8 3 5 0 9
700,2 8 0 7 9
701,7 0 8 5 4
702,8 4 1 0 2
703,4 5 3 1 6
704,3 1 0 5 2
705,8 4 9 6 5
706,4 2 5 3 8
707,4 7 0 6 2
708,4 8 0 2 7
709,0 8 1 7 2
710,8 9 3 4 2
711,5 2 8 1 4
712,1 5 8 3 7
713,8 6 9 5 7
714,4 6 7 8 9
715,5 8 6 7 4
716,7 4 1 3 5
717,7 9 0 3 4
718,0 1 5 2 4
719,9 4 0 3 1
720,8 7 2 5 4
721,9 1 0 6 2
722,8 7 1 5 4
723,4 3 0 8 5
724,3 0 6 1 4
725,7 6 8 9 3
726,2 5 6 3 9
727,7 5 6 2 0
728,8 5 4 9 6
729,3 6 4 9 5
730,1 7 9 5 0
731,6 3 9 1 8
732,9 0 1 3 4
733,2 4 0 8 5
734,2 3 5 0 1
735,8 3 4 1 2
736,6 1 3 5 8
737,5 3 7 1 8
738,9 6 5 2 0
739,6 1 7 0 8
740,0 3 8 6 5
741,7 6 1 0 5
742,1 8 2 9 6
743,9 3 0 8 6
744,1 6 0 2 5
745,3 6 5 7 9
746,0 5 4 2 9
747,5 0 6 1 7
748,5 9 8 1 3
749,7 0 5 2 8
750,3 5 7 0 1
751,8 1 7 2 0
752,6 5 1 3 0
753,4 7 9 8 6
754,3 6 7 5 2
755,1 0 3 8 6
756,4 8 1 0 2
757,8 6 2 5 0
758,7 9 2 4 5
759,3 8 4 7 1
760,9 6 5 8 3
761,3 6 7 8 4
762,0 1 5 7 3
763,3 1 9 0 6
764,5 8 7 4 1
765,0 7 1 4 8
766,0 4 7 8 6
767,6 2 4 7 5
768,7 9 4 2 8
769,7 3 2 5 6
770,3 9 1 0 7
771,8 4 9 1 6
772,9 7 8 2 3
773,6 5 8 1 9
774,7 1 6 8 5
775,7 4 1 8 6
776,2 0 4 5 3
777,5 0 1 2 6
778,5 2 0 3 9
779,7 4 5 9 0
780,8 0 1 7 3
781,3 7 4 5 1
782,6 5 3 0 2
783,4 0 9 8 2
784,7 1 9 5 6
785,9 7 3 8 5
786,4 2 5 8 9
787,6 8 4 2 0
788,5 2 6 1 3
789,5 8 1 3 4
790,3 6 4 8 2
791,7 2 1 3 5
792,7 4 2 1 9
793,0 4 3 8 9
794,8 5 1 9 7
795,0 5 4 7 9
796,3 1 2 7 5
797,1 3 6 7 0
798,9 6 2 1 4
799,5 7 2 1 6
800,2 0 7 9 6
801,5 4 2 8 0
802,3 5 9 0 2
803,9 5 4 8 7
804,3 9 8 7 1
805,5 8 9 2 6
806,6 9 4 2 1
807,6 8 9 5 3
808,9 6 5 2 4
809,1 2 0 8 5
810,0 9 4 1 2
811,0 7 2 3 6
812,5 3 9 4 1
813,3 0 9 8 6
814,6 9 4 3 7
815,2 0 3 5 4
816,5 7 8 4 0
817,2 7 9 3 5
818,6 1 4 9 5
819,4 1 7 6 2
820,5 0 2 7 1
821,9 5 2 8 4
822,4 3 1 6 7
823,3 8 0 5 7
824,3 1 7 8 6
825,1 4 9 7 5
826,2 9 5 8 1
827,6 3 9 0 7
828,4 2 9 3 7
829,3 7 8 4 1
830,9 4 3 5 2
831,5 8 6 4 1
832,0 8 9 7 3
833,5 3 8 2 4
834,9 5 0 1 4
835,4 2 0 6 8
836,4 6 2 7 9
837,2 7 4 0 6
838,1 2 7 5 6
839,4 5 9 3 6
840,9 6 3 7 4
841,2 8 6 4 9
842,5 6 4 8 3
843,6 7 0 1 8
844,2 0 6 4 8
845,1 8 7 0 2
846,9 0 8 7 2
847,2 7 9 8 4
848,8 2 6 9 3
849,7 2 1 4 6
850,2 1 8 4 5
851,7 9 6 3 1
852,7 8 4 9 5
853,0 2 6 7 9
854,1 0 9 7 6
855,5 8 7 3 1
856,8 2 0 9 6
857,5 0 6 7 3
858,6 2 3 4 0
859,1 2 9 4 6
860,2 5 8 9 0
861,1 7 0 8 2
862,2 7 6 0 4
863,8 5 2 6 1
864,4 1 0 7 8
865,4 2 0 1 3
866,0 3 6 7 9
867,1 2 0 8 3
868,4 7 9 1 3
869,9 2 1 8 3
870,7 4 1 3 5
871,0 1 4 3 7
872,3 8 7 5 0
873,5 1 9 2 4
874,6 8 4 1 7
875,8 1 0 7 4
876,5 4 1 3 9
877,9 3 4 6 8
878,7 9 8 5 0
879,7 3 1 2 5
880,9 7 2 3 5
881,6 4 1 8 7
882,2 5 0 9 7
883,0 4 6 9 1
884,6 2 7 3 5
885,5 8 3 7 4
886,2 7 6 3 0
887,5 6 0 4 2
888,9 1 7 6 5
889,9 2 7 8 3
890,2 8 0 4 7
891,2 8 6 3 4
892,1 8 7 5 0
893,9 5 2 0 7
894,3 6 7 2 0
895,7 8 5 0 1
896,0 8 7 3 2
897,6 4 9 5 0
898,6 8 9 3 0
899,7 5 4 3 9
900,2 0 6 3 8
901,6 4 3 5 9
902,9 5 7 0 1
903,7 2 3 1 4
904,8 2 0 7 5
905,8 1 5 7 9
906,5 1 0 4 3
907,5 7 9 2 0
908,1 3 5 9 7
909,7 3 4 8 1
910,0 8 7 5 4
911,1 7 6 0 2
912,9 2 4 6 3
913,9 0 2 4 6
914,9 4 8 3 7
915,0 8 6 3 2
916,2 4 6 3 1
917,9 0 4 3 8
918,2 3 8 9 7
919,8 6 0 2 1
920,0 1 5 3 4
921,8 9 5 3 0
922,7 1 0 5 4
923,5 0 7 8 6
924,0 6 2 9 8
925,6 7 8 4 9
926,5 9 2 0 4
927,9 2 7 1 6
928,7 9 2 4 3
929,0 4 7 5 2
930,0 4 9 6 7
931,3 0 7 5 4
932,1 5 8 0 6
933,1 7 6 0 2
934,1 9 4 2 5
935,7 4 2 0 6
936,3 1 7 0 9
937,8 5 0 4 9
938,8 0 3 7 4
939,2 3 4 5 6
940,5 8 2 7 9
941,7 5 6 1 0
942,6 4 3 1 2
943,8 2 3 4 7
944,0 3 4 6 1
945,3 1 4 0 8
946,5 0 6 8 7
947,8 9 2 3 7
948,0 9 3 5 2
949,8 9 1 0 7
950,5 0 2 7 4
951,3 6 8 7 0
952,9 1 2 8 6
953,5 0 4 9 6
954,6 9 1 0 7
955,8 6 5 1 0
956,8 6 0 3 1
957,3 5 2 8 0
958,7 3 4 1 2
959,1 5 0 8 7
960,6 2 4 7 5
961,6 1 7 4 3
962,0 1 2 4 8
963,3 5 2 9 7
964,6 1 5 9 0
965,2 1 7 6 9
966,4 7 5 0 8
967,3 9 4 8 7
968,0 6 9 7 2
969,7 4 5 2 3
970,3 7 2 1 4
971,6 0 4 7 8
972,6 0 4 8 2
973,0 4 8 6 2
974,4 2 6 0 5
975,5 7 1 8 3
976,8 7 0 9 6
977,8 9 0 4 6
978,0 1 2 4 6
979,1 2 4 3 0
980,4 8 6 0 9
981,8 4 0 5 6
982,4 9 0 8 6
983,2 4 0 6 8
984,9 7 8 5 0
985,2 3 4 5 7
986,4 2 5 3 7
987,1 0 8 7 9
988,5 8 6 0 7
989,6 4 1 3 5
990,0 7 4 2 9
991,1 6 8 5 9
992,5 6 7 9 0
993,1 3 8 4 2
994,0 6 4 2 1
995,2 9 7 6 5
996,9 0 5 6 8
997,8 1 7 9 2
998,7 0 4 2 3
999,0 9 7 1 3
