Round, Selected Clients
154, 8, 7, 2
155, 7, 6, 8
156, 8, 3, 0
157, 7, 6, 9
158, 9, 6, 4
159, 9, 0, 7
160, 7, 2, 3
161, 9, 5, 4
162, 6, 3, 1
163, 4, 9, 2
164, 8, 1, 6
165, 8, 3, 4
166, 3, 7, 2
167, 9, 5, 2
168, 5, 2, 4
169, 2, 6, 4
170, 7, 6, 3
171, 2, 0, 1
172, 6, 8, 3
173, 5, 7, 0
174, 3, 6, 1
175, 7, 5, 6
176, 6, 0, 1
177, 4, 7, 8
178, 3, 0, 8
179, 6, 8, 5
180, 1, 5, 2
181, 1, 3, 6
182, 5, 1, 7
183, 5, 6, 8
184, 3, 2, 9
185, 6, 4, 5
186, 2, 7, 3
187, 0, 5, 9
188, 8, 5, 1
189, 8, 5, 9
190, 0, 1, 3
191, 3, 1, 7
192, 9, 8, 5
193, 1, 7, 4
194, 4, 1, 7
195, 0, 5, 6
196, 7, 1, 9
197, 1, 6, 8
198, 6, 8, 1
199, 7, 2, 4
200, 8, 7, 6
201, 9, 8, 1
202, 4, 2, 6
203, 5, 4, 2
204, 7, 3, 1
205, 2, 4, 6
206, 4, 8, 6
207, 4, 3, 0
208, 0, 7, 8
209, 9, 0, 5
210, 1, 2, 5
211, 9, 4, 0
212, 7, 5, 4
213, 6, 5, 8
214, 2, 9, 3
215, 0, 1, 5
216, 7, 4, 3
217, 0, 7, 1
218, 0, 6, 4
219, 3, 4, 1
220, 5, 9, 7
221, 1, 8, 4
222, 3, 8, 4
223, 8, 7, 4
224, 7, 2, 4
225, 3, 4, 8
226, 4, 2, 6
227, 1, 2, 5
228, 4, 3, 8
229, 3, 8, 5
230, 3, 0, 4
231, 0, 9, 6
232, 6, 4, 0
233, 8, 6, 7
234, 8, 3, 7
235, 9, 4, 3
236, 9, 0, 1
237, 8, 5, 7
238, 3, 9, 6
239, 2, 0, 6
240, 9, 8, 4
241, 9, 5, 6
242, 9, 3, 4
243, 6, 8, 4
244, 8, 0, 3
245, 4, 1, 9
246, 6, 3, 4
247, 4, 7, 3
248, 4, 6, 0
249, 7, 6, 5
250, 7, 1, 9
251, 2, 8, 5
252, 6, 1, 5
253, 4, 8, 0
254, 2, 4, 1
255, 5, 6, 0
256, 4, 9, 0
257, 0, 8, 6
258, 7, 9, 4
259, 1, 9, 5
260, 8, 1, 3
261, 2, 3, 1
262, 9, 2, 0
263, 5, 1, 3
264, 8, 3, 9
265, 5, 6, 8
266, 9, 1, 5
267, 4, 2, 6
268, 5, 3, 1
269, 5, 6, 2
270, 0, 5, 7
271, 0, 4, 6
272, 4, 0, 5
273, 8, 5, 4
274, 0, 4, 5
275, 2, 4, 8
276, 5, 0, 1
277, 9, 3, 5
278, 3, 9, 5
279, 4, 0, 3
280, 4, 0, 5
281, 1, 2, 5
282, 4, 5, 8
283, 7, 4, 5
284, 7, 6, 2
285, 5, 4, 2
286, 9, 0, 3
287, 9, 6, 1
288, 3, 4, 9
289, 9, 4, 6
290, 8, 7, 9
291, 4, 0, 9
292, 3, 5, 2
293, 6, 2, 3
294, 7, 5, 4
295, 2, 7, 5
296, 7, 5, 8
297, 8, 1, 9
298, 4, 2, 9
299, 2, 8, 3
300, 9, 5, 8
301, 3, 2, 0
302, 4, 9, 2
303, 4, 5, 0
304, 6, 8, 0
305, 8, 2, 1
306, 1, 2, 6
307, 1, 9, 7
308, 9, 3, 1
309, 4, 9, 5
310, 8, 0, 5
311, 8, 6, 9
312, 0, 3, 5
313, 7, 1, 5
314, 2, 9, 6
315, 8, 3, 0
316, 7, 3, 0
317, 3, 8, 1
318, 3, 9, 6
319, 2, 7, 3
320, 1, 8, 7
321, 9, 2, 7
322, 8, 7, 5
323, 3, 9, 5
324, 3, 6, 4
325, 9, 4, 8
326, 4, 5, 9
327, 7, 0, 9
328, 3, 6, 5
329, 3, 7, 4
330, 2, 3, 0
331, 9, 3, 2
332, 2, 7, 3
333, 0, 5, 7
334, 5, 1, 6
335, 0, 5, 2
336, 5, 7, 6
337, 2, 5, 8
338, 8, 6, 5
339, 6, 3, 7
340, 1, 7, 6
341, 3, 6, 7
342, 2, 5, 9
343, 3, 5, 6
344, 3, 0, 8
345, 8, 0, 4
346, 3, 1, 5
347, 1, 4, 7
348, 4, 5, 0
349, 3, 2, 6
350, 3, 4, 5
351, 5, 4, 8
352, 2, 6, 4
353, 2, 7, 0
354, 7, 8, 6
355, 0, 6, 3
356, 5, 7, 2
357, 6, 3, 9
358, 6, 2, 9
359, 5, 3, 4
360, 4, 7, 9
361, 6, 9, 4
362, 5, 6, 1
363, 2, 3, 8
364, 6, 5, 9
365, 5, 3, 7
366, 5, 1, 9
367, 6, 5, 3
368, 7, 9, 4
369, 3, 0, 6
370, 6, 4, 3
371, 0, 7, 6
372, 2, 6, 1
373, 9, 1, 0
374, 1, 9, 5
375, 8, 3, 5
376, 5, 6, 9
377, 7, 0, 8
378, 4, 3, 9
379, 5, 8, 3
380, 9, 2, 4
381, 5, 1, 9
382, 5, 9, 2
383, 5, 8, 1
384, 2, 6, 5
385, 7, 6, 9
386, 9, 8, 0
387, 3, 7, 6
388, 4, 2, 5
389, 1, 4, 0
390, 7, 3, 9
391, 1, 5, 2
392, 0, 4, 9
393, 1, 2, 9
394, 0, 1, 9
395, 3, 4, 5
396, 8, 9, 7
397, 8, 1, 4
398, 4, 5, 3
399, 5, 9, 0
400, 5, 9, 3
401, 2, 0, 7
402, 6, 8, 1
403, 7, 3, 2
404, 8, 7, 5
405, 5, 8, 2
406, 5, 8, 7
407, 2, 8, 7
408, 3, 9, 7
409, 7, 3, 6
410, 5, 0, 1
411, 8, 5, 1
412, 3, 0, 4
413, 2, 3, 9
414, 2, 0, 7
415, 3, 9, 8
416, 7, 6, 4
417, 4, 0, 6
418, 6, 3, 4
419, 1, 2, 0
420, 0, 5, 1
421, 4, 3, 5
422, 5, 6, 4
423, 9, 3, 2
424, 6, 9, 4
425, 9, 1, 4
426, 5, 4, 7
427, 1, 9, 4
428, 1, 7, 6
429, 4, 1, 2
430, 8, 4, 1
431, 7, 8, 1
432, 9, 3, 4
433, 0, 8, 3
434, 1, 4, 9
435, 5, 6, 9
436, 5, 0, 6
437, 1, 6, 2
438, 9, 0, 8
439, 7, 5, 2
440, 4, 8, 5
441, 8, 1, 3
442, 2, 6, 7
443, 7, 2, 0
444, 6, 3, 4
445, 2, 1, 5
446, 5, 7, 4
447, 9, 4, 3
448, 3, 4, 5
449, 9, 4, 5
450, 4, 6, 9
451, 9, 3, 0
452, 2, 4, 1
453, 5, 4, 8
454, 3, 8, 0
455, 3, 9, 2
456, 2, 3, 5
457, 2, 0, 8
458, 6, 8, 3
459, 1, 7, 4
460, 9, 1, 5
461, 9, 3, 1
462, 0, 6, 4
463, 9, 0, 8
464, 8, 3, 4
465, 9, 2, 4
466, 3, 4, 6
467, 9, 8, 1
468, 8, 5, 7
469, 9, 8, 2
470, 4, 9, 8
471, 5, 4, 2
472, 5, 9, 4
473, 9, 3, 1
474, 9, 2, 5
475, 0, 8, 2
476, 4, 2, 5
477, 6, 7, 0
478, 3, 2, 1
479, 9, 0, 8
480, 6, 7, 9
481, 5, 1, 4
482, 3, 0, 8
483, 2, 9, 0
484, 6, 8, 2
485, 9, 5, 7
486, 2, 8, 3
487, 1, 7, 4
488, 6, 8, 7
489, 8, 1, 4
490, 6, 0, 1
491, 6, 8, 3
492, 8, 0, 6
493, 4, 8, 5
494, 5, 8, 1
495, 1, 5, 3
496, 9, 1, 7
497, 5, 6, 1
498, 3, 2, 1
499, 4, 3, 5
500, 5, 0, 2
501, 0, 2, 3
502, 2, 5, 7
503, 9, 7, 0
504, 6, 7, 4
505, 3, 0, 1
506, 9, 2, 6
507, 0, 1, 4
508, 4, 5, 2
509, 2, 0, 6
510, 2, 4, 7
511, 8, 9, 5
512, 2, 7, 9
513, 8, 5, 0
514, 2, 8, 0
515, 2, 6, 4
516, 9, 7, 4
517, 7, 6, 8
518, 4, 8, 9
519, 6, 7, 5
520, 3, 5, 7
521, 1, 3, 8
522, 4, 1, 8
523, 6, 1, 3
524, 7, 6, 0
525, 5, 3, 9
526, 8, 5, 6
527, 3, 1, 2
528, 6, 0, 7
529, 3, 7, 0
530, 3, 7, 2
531, 4, 5, 2
532, 7, 3, 8
533, 8, 6, 3
534, 4, 8, 2
535, 3, 6, 8
536, 6, 3, 5
537, 1, 0, 3
538, 2, 5, 8
539, 2, 8, 1
540, 6, 2, 4
541, 6, 3, 4
542, 8, 7, 4
543, 9, 6, 7
544, 1, 9, 6
545, 1, 9, 5
546, 6, 0, 1
547, 0, 9, 5
548, 1, 5, 4
549, 1, 9, 8
550, 1, 2, 8
551, 3, 0, 8
552, 3, 8, 4
553, 0, 4, 5
554, 8, 0, 9
555, 2, 4, 1
556, 7, 2, 8
557, 0, 5, 3
558, 5, 0, 3
559, 6, 0, 7
560, 9, 0, 5
561, 2, 1, 9
562, 1, 4, 2
563, 1, 3, 9
564, 4, 0, 3
565, 3, 1, 4
566, 3, 0, 1
567, 3, 9, 8
568, 8, 5, 3
569, 7, 3, 0
570, 2, 1, 5
571, 3, 6, 4
572, 7, 0, 9
573, 5, 3, 2
574, 6, 7, 1
575, 5, 0, 9
576, 5, 4, 2
577, 1, 6, 8
578, 9, 2, 6
579, 2, 0, 6
580, 8, 0, 7
581, 8, 0, 9
582, 5, 8, 4
583, 6, 4, 8
584, 3, 6, 5
585, 2, 5, 4
586, 7, 4, 3
587, 1, 0, 2
588, 9, 8, 4
589, 4, 8, 2
590, 8, 7, 5
591, 1, 5, 4
592, 6, 8, 5
593, 5, 8, 2
594, 7, 2, 5
595, 6, 9, 8
596, 3, 8, 0
597, 4, 7, 8
598, 5, 7, 8
599, 5, 3, 6
600, 2, 3, 9
601, 7, 5, 6
602, 4, 7, 5
603, 3, 7, 6
604, 1, 6, 0
605, 0, 8, 7
606, 1, 5, 9
607, 8, 2, 1
608, 8, 4, 5
609, 0, 3, 7
610, 1, 9, 2
611, 6, 8, 1
612, 5, 3, 6
613, 5, 9, 4
614, 3, 7, 0
615, 6, 9, 5
616, 6, 8, 2
617, 6, 3, 8
618, 8, 1, 6
619, 0, 9, 1
620, 7, 3, 4
621, 2, 7, 6
622, 6, 5, 3
623, 4, 1, 0
624, 7, 8, 6
625, 2, 6, 4
626, 6, 7, 2
627, 5, 7, 6
628, 3, 6, 1
629, 7, 3, 2
630, 1, 9, 8
631, 4, 9, 5
632, 9, 3, 4
633, 5, 7, 0
634, 4, 0, 8
635, 8, 7, 0
636, 9, 5, 6
637, 7, 6, 4
638, 6, 0, 2
639, 8, 7, 4
640, 1, 4, 9
641, 0, 5, 4
642, 7, 4, 3
643, 6, 9, 8
644, 0, 1, 5
645, 6, 3, 0
646, 9, 3, 7
647, 9, 3, 7
648, 6, 4, 7
649, 5, 9, 1
650, 0, 4, 3
651, 1, 0, 2
652, 8, 0, 5
653, 9, 0, 2
654, 5, 3, 2
655, 6, 4, 2
656, 4, 5, 2
657, 1, 5, 9
658, 7, 8, 3
659, 6, 8, 2
660, 1, 6, 3
661, 4, 0, 2
662, 6, 4, 8
663, 5, 0, 2
664, 2, 6, 3
665, 2, 5, 0
666, 9, 0, 5
667, 5, 4, 9
668, 9, 7, 3
669, 3, 2, 7
670, 8, 9, 0
671, 8, 0, 7
672, 1, 7, 0
673, 7, 2, 0
674, 8, 7, 6
675, 0, 9, 7
676, 1, 6, 9
677, 5, 6, 4
678, 8, 2, 0
679, 4, 0, 6
680, 3, 4, 1
681, 7, 1, 0
682, 9, 4, 7
683, 3, 7, 2
684, 6, 1, 4
685, 5, 8, 9
686, 2, 0, 6
687, 0, 8, 7
688, 1, 4, 6
689, 7, 5, 6
690, 8, 9, 3
691, 1, 6, 5
692, 3, 4, 0
693, 9, 7, 5
694, 5, 9, 8
695, 5, 0, 8
696, 2, 6, 9
697, 5, 9, 4
698, 5, 1, 6
699, 2, 9, 1
700, 4, 9, 6
701, 9, 5, 7
702, 6, 3, 2
703, 4, 3, 5
704, 8, 1, 4
705, 5, 8, 9
706, 6, 0, 9
707, 8, 2, 3
708, 8, 9, 6
709, 3, 9, 1
710, 9, 1, 6
711, 3, 4, 5
712, 9, 7, 3
713, 9, 0, 5
714, 2, 1, 6
715, 3, 0, 5
716, 2, 9, 7
717, 5, 6, 7
718, 9, 1, 3
719, 7, 4, 3
720, 8, 1, 5
721, 7, 3, 2
722, 2, 5, 6
723, 4, 1, 8
724, 9, 8, 4
725, 0, 3, 8
726, 7, 8, 2
727, 2, 3, 9
728, 7, 1, 6
729, 1, 7, 0
730, 0, 3, 4
731, 4, 0, 8
732, 1, 9, 4
733, 4, 6, 8
734, 5, 7, 4
735, 8, 4, 6
736, 7, 5, 4
737, 4, 7, 0
738, 7, 9, 8
739, 0, 2, 4
740, 5, 8, 2
741, 4, 3, 5
742, 2, 8, 3
743, 5, 2, 9
744, 7, 9, 0
745, 4, 8, 7
746, 9, 8, 3
747, 5, 0, 3
748, 2, 4, 6
749, 9, 3, 8
750, 2, 7, 5
751, 9, 8, 5
752, 4, 2, 8
753, 3, 7, 1
754, 8, 1, 0
755, 8, 1, 4
756, 0, 9, 1
757, 0, 9, 7
758, 1, 3, 4
759, 7, 5, 2
760, 8, 0, 9
761, 8, 6, 2
762, 3, 2, 7
763, 1, 5, 0
764, 0, 6, 5
765, 9, 7, 0
766, 5, 8, 6
767, 3, 9, 1
768, 9, 3, 0
769, 7, 2, 0
770, 1, 7, 3
771, 9, 3, 2
772, 6, 8, 1
773, 7, 0, 3
774, 5, 3, 0
775, 5, 0, 3
776, 1, 3, 0
777, 9, 1, 6
778, 9, 1, 0
779, 1, 6, 7
780, 0, 8, 1
781, 6, 7, 5
782, 6, 8, 3
783, 6, 5, 7
784, 4, 9, 1
785, 0, 8, 5
786, 9, 0, 8
787, 6, 5, 3
788, 2, 8, 6
789, 5, 8, 6
790, 1, 7, 5
791, 4, 7, 0
792, 9, 0, 4
793, 0, 8, 1
794, 6, 4, 2
795, 7, 9, 3
796, 3, 7, 5
797, 5, 8, 3
798, 2, 0, 9
799, 2, 4, 0
800, 7, 2, 3
801, 3, 9, 0
802, 4, 8, 0
803, 6, 4, 0
804, 2, 9, 3
805, 2, 6, 8
806, 8, 0, 4
807, 9, 4, 5
808, 8, 1, 0
809, 4, 8, 1
810, 6, 2, 0
811, 0, 4, 6
812, 8, 9, 4
813, 5, 0, 1
814, 9, 2, 3
815, 2, 5, 6
816, 3, 1, 0
817, 0, 7, 6
818, 5, 3, 7
819, 2, 3, 1
820, 2, 1, 0
821, 9, 6, 3
822, 1, 0, 7
823, 9, 7, 8
824, 5, 3, 6
825, 2, 3, 6
826, 9, 2, 4
827, 4, 5, 3
828, 7, 8, 4
829, 4, 5, 6
830, 1, 8, 2
831, 0, 2, 3
832, 5, 0, 6
833, 7, 1, 6
834, 9, 1, 6
835, 8, 5, 7
836, 7, 2, 4
837, 9, 6, 4
838, 0, 6, 4
839, 3, 7, 1
840, 4, 9, 1
841, 8, 2, 1
842, 4, 2, 7
843, 0, 4, 3
844, 9, 7, 4
845, 6, 2, 7
846, 5, 3, 4
847, 2, 3, 7
848, 0, 3, 2
849, 6, 0, 1
850, 6, 4, 8
851, 1, 6, 8
852, 6, 0, 1
853, 0, 2, 4
854, 3, 1, 2
855, 3, 0, 1
856, 0, 7, 9
857, 5, 4, 8
858, 0, 4, 5
859, 4, 5, 0
860, 4, 1, 2
861, 1, 0, 4
862, 0, 1, 4
863, 7, 1, 2
864, 7, 3, 0
865, 3, 1, 0
866, 8, 7, 9
867, 7, 2, 6
868, 9, 2, 1
869, 3, 0, 5
870, 4, 5, 3
871, 8, 9, 7
872, 3, 6, 1
873, 0, 6, 1
874, 3, 0, 6
875, 0, 1, 5
876, 3, 2, 8
877, 9, 1, 8
878, 9, 2, 6
879, 2, 1, 6
880, 1, 6, 3
881, 8, 1, 3
882, 3, 8, 7
883, 7, 3, 4
884, 2, 8, 7
885, 6, 5, 9
886, 8, 1, 6
887, 0, 7, 1
888, 5, 3, 0
889, 2, 8, 1
890, 9, 0, 7
891, 4, 0, 3
892, 7, 9, 1
893, 1, 3, 4
894, 9, 1, 4
895, 6, 7, 9
896, 7, 1, 6
897, 0, 8, 3
898, 2, 5, 7
899, 2, 8, 6
900, 3, 6, 2
901, 1, 5, 9
902, 9, 7, 2
903, 7, 8, 0
904, 7, 6, 8
905, 7, 8, 4
906, 2, 4, 0
907, 2, 5, 6
908, 9, 7, 6
909, 3, 5, 8
910, 7, 5, 1
911, 6, 8, 1
912, 0, 6, 7
913, 8, 2, 5
914, 3, 7, 8
915, 6, 2, 0
916, 3, 1, 7
917, 7, 5, 6
918, 2, 5, 7
919, 7, 0, 8
920, 1, 0, 5
921, 7, 6, 3
922, 3, 2, 8
923, 2, 4, 6
924, 7, 2, 1
925, 2, 0, 6
926, 1, 8, 0
927, 8, 1, 2
928, 6, 0, 8
929, 5, 7, 3
930, 0, 9, 3
931, 0, 6, 4
932, 2, 9, 3
933, 7, 1, 6
934, 6, 2, 0
935, 9, 8, 4
936, 4, 7, 1
937, 6, 9, 3
938, 0, 5, 1
939, 6, 4, 0
940, 6, 1, 2
941, 6, 7, 8
942, 1, 9, 2
943, 3, 7, 4
944, 5, 9, 8
945, 5, 3, 9
946, 6, 8, 9
947, 5, 9, 1
948, 8, 5, 2
949, 7, 4, 5
950, 2, 9, 7
951, 2, 4, 5
952, 7, 9, 5
953, 6, 2, 3
954, 1, 6, 0
955, 9, 8, 4
956, 2, 6, 9
957, 0, 1, 2
958, 0, 7, 4
959, 7, 3, 0
960, 3, 6, 9
961, 6, 8, 3
962, 7, 0, 6
963, 2, 8, 6
964, 4, 7, 5
965, 4, 1, 6
966, 0, 1, 4
967, 5, 1, 8
968, 2, 9, 5
969, 6, 4, 0
970, 6, 2, 5
971, 7, 4, 0
972, 2, 4, 5
973, 3, 4, 1
974, 7, 6, 1
975, 8, 3, 5
976, 4, 2, 8
977, 3, 0, 7
978, 7, 4, 3
979, 4, 6, 9
980, 8, 1, 5
981, 2, 7, 3
982, 8, 2, 1
983, 7, 0, 3
984, 5, 2, 0
985, 5, 3, 2
986, 2, 8, 3
987, 8, 5, 2
988, 4, 6, 8
989, 2, 4, 9
990, 6, 8, 1
991, 4, 2, 1
992, 4, 9, 7
993, 4, 6, 8
994, 8, 9, 1
995, 7, 6, 5
996, 9, 0, 6
997, 3, 1, 2
998, 7, 3, 2
999, 4, 0, 6
